Order,I2-heat,H2O-heat,N2-heat,O2-heat,I2-henry,N2-henry,O2-henry,H2O-henry
892,-7608.40217,-7836.55405,-1988.09477,-1815.52392,0.0104879,3.90E-07,4.78E-07,2.04E-07
893,-7604.24695,-1591.56487,-1494.33807,-1443.19568,0.0652088,7.65E-07,8.19E-07,3.72E-07
894,-5601.6224,-3819.62274,-906.73011,-906.08721,0.00339184,1.14E-06,1.23E-06,7.73E-07
895,-7986.01136,-2820.98213,-1644.64237,-1577.97904,0.352862,6.97E-07,7.66E-07,3.26E-07
896,-7141.5596,-6151.5981,-1547.54638,-1469.21957,0.0546765,6.34E-07,7.14E-07,3.27E-07
897,-7120.2718,-6209.93216,-1518.33611,-1446.40252,0.0615187,6.58E-07,7.37E-07,3.43E-07
898,-7068.87916,-6226.58316,-1524.26753,-1447.86139,0.0509578,6.32E-07,7.10E-07,3.30E-07
899,-7735.69651,-3319.22803,-1790.299,-1692.1127,0.106663,6.74E-07,7.54E-07,3.06E-07
900,-4676.72236,-3799.6818,-1976.93441,-1834.63864,1.43E-05,4.22E-07,5.34E-07,2.14E-07
901,-7780.00023,-2700.34285,-1579.5215,-1521.32074,0.327108,7.59E-07,8.24E-07,3.62E-07
902,-7695.66538,-2572.64052,-1557.81836,-1503.82356,0.280387,7.28E-07,7.91E-07,3.51E-07
903,-6283.11073,-2291.03515,-1017.87963,-1029.02386,0.00424342,4.04E-07,4.39E-07,2.61E-07
904,-4828.7606,-1047.20159,-773.91907,-816.4163,0.000396762,8.90E-07,9.76E-07,6.43E-07
905,-3708.70433,-2779.70344,-2061.1164,-2044.27181,2.94E-07,2.50E-07,3.51E-07,1.42E-07
906,-5814.61899,-3083.92592,-2005.77657,-1971.9306,5.61E-05,2.93E-07,3.78E-07,1.52E-07
907,-6278.46057,-2885.36965,-1970.18981,-1939.05546,0.000191404,2.95E-07,3.79E-07,1.56E-07
908,-7490.7374,-3612.40096,-1972.87537,-1907.70183,0.00854694,4.03E-07,4.54E-07,1.75E-07
909,-8127.22763,-3394.68498,-1624.91311,-1580.73678,0.321967,4.25E-07,4.51E-07,1.99E-07
910,-8562.40783,-1990.82355,-1845.18821,-1774.95501,0.149636,3.79E-07,4.05E-07,1.56E-07
911,-8542.35309,-2422.46008,-1871.59858,-1800.87169,0.118725,3.94E-07,4.28E-07,1.68E-07
912,-4889.06708,-2115.94588,-1057.79014,-1047.4261,0.00127133,5.79E-07,6.51E-07,3.86E-07
913,-7960.11492,-7065.15023,-1747.02945,-1620.59936,0.153348,5.34E-07,6.13E-07,2.67E-07
914,-7947.24769,-7065.79234,-1745.48442,-1615.77938,0.150072,5.28E-07,6.10E-07,2.66E-07
915,-7907.70522,-9631.53796,-1716.89064,-1474.65063,0.0796538,1.93E-07,2.16E-07,1.08E-07
916,-7325.75036,-2897.89238,-1850.28689,-1795.44554,0.0486023,7.25E-07,8.08E-07,3.04E-07
917,-8525.1926,-3031.32535,-1831.39492,-1795.31278,0.378676,1.25E-06,1.46E-06,5.62E-07
918,-6484.96119,-4147.8502,-1343.95986,-1341.71585,0.0288603,5.47E-07,5.92E-07,2.81E-07
919,-6560.25635,-3368.52171,-1521.9566,-1471.21441,0.0112644,3.63E-07,4.33E-07,2.09E-07
920,-8274.76105,-2691.18013,-1898.66573,-1879.51448,0.100299,6.13E-07,8.34E-07,3.36E-07
921,-6981.54725,-2338.01096,-1545.84174,-1553.78249,0.0300556,8.19E-07,9.70E-07,4.36E-07
922,-5949.87481,-2150.9195,-1170.7002,-1160.45752,0.00920269,7.71E-07,8.54E-07,4.68E-07
923,-4864.70498,-1707.11215,-955.20798,-963.04932,0.00129603,8.55E-07,9.39E-07,5.71E-07
924,-6650.01386,-2008.1079,-1533.93557,-1502.61299,0.00406806,5.72E-07,7.28E-07,3.61E-07
925,-7306.95784,-6979.81156,-1473.23771,-1321.39946,0.0583215,6.49E-07,6.97E-07,3.59E-07
926,-4937.20034,-8764.7359,-1044.94494,-1022.62523,0.00104279,6.38E-07,7.19E-07,4.31E-07
927,-6354.39376,-2885.55092,-1993.77382,-1925.3484,0.000577893,6.17E-07,8.03E-07,3.17E-07
928,-7013.90919,-2627.80351,-1878.08263,-1821.05836,0.00421933,6.72E-07,8.42E-07,3.42E-07
929,-7457.13039,-2639.20543,-1861.32985,-1804.07219,0.0147225,7.05E-07,8.65E-07,3.50E-07
930,-7504.37108,-2891.90536,-1928.55888,-1833.18081,0.00989407,4.68E-07,5.69E-07,2.22E-07
931,-5952.11005,-2976.46295,-1211.19092,-1179.39691,0.00333838,3.34E-07,3.62E-07,1.97E-07
932,-6735.07239,-16622.05399,-2179.11808,-1533.62029,0.00104365,7.42E-08,9.71E-08,5.52E-08
933,-4356.89989,-18140.64437,-1688.17362,-984.56185,0.000225734,3.02E-07,3.35E-07,2.02E-07
934,-4490.38238,-4229.40553,-1015.84127,-990.32943,0.000917421,7.31E-07,7.88E-07,4.67E-07
935,-4309.15216,-4400.60905,-972.72049,-943.26181,0.000643374,7.07E-07,7.60E-07,4.63E-07
936,-2977.73811,-655.3405,-588.6055,-608.5313,6.56E-05,7.74E-07,8.26E-07,6.04E-07
937,-2983.47354,-641.97968,-590.28518,-609.97785,6.64E-05,7.76E-07,8.29E-07,6.06E-07
938,-2931.45033,-669.5563,-576.26894,-597.28309,5.96E-05,7.62E-07,8.13E-07,6.02E-07
939,-7262.08845,-9338.82397,-1609.37395,-1555.49456,0.0133422,5.24E-07,6.32E-07,2.93E-07
940,-7068.77647,-4456.1445,-1526.09204,-1473.34555,0.0213916,7.25E-07,8.67E-07,4.22E-07
941,-6365.40146,-3357.70305,-1435.87965,-1412.324,0.0100439,9.03E-07,1.02E-06,4.86E-07
942,-6287.88762,-11704.21156,-1439.30818,-1413.34981,0.00429478,2.43E-07,2.76E-07,1.36E-07
943,-7700.95466,-12999.1785,-1903.88652,-1584.41318,0.0489399,3.24E-07,3.81E-07,1.75E-07
944,-7551.29131,-13499.78914,-1682.15824,-1540.61812,0.0119906,2.38E-07,2.87E-07,1.39E-07
945,-7725.75169,-4946.72896,-1862.37614,-1809.02824,0.0454996,4.93E-07,6.09E-07,2.53E-07
946,-8934.63837,-7722.63042,-1852.15794,-1651.43268,0.857499,2.85E-07,3.10E-07,1.37E-07
947,-5329.12854,-2410.69672,-1146.81153,-1151.2993,0.00583314,7.39E-07,8.08E-07,4.33E-07
948,-3724.51803,-3393.06857,-801.30552,-786.40165,5.27E-05,3.81E-07,4.32E-07,3.10E-07
949,-2925.06214,-2227.28014,-570.49449,-579.51655,5.78E-05,8.01E-07,8.57E-07,6.44E-07
950,-4613.88122,-2658.51895,-2270.14253,-2233.92001,1.34E-05,1.43E-06,1.79E-06,5.33E-07
951,-5588.26385,-5772.02023,-1213.3475,-1229.92215,0.00666638,6.60E-07,7.57E-07,3.99E-07
952,-5588.00821,-5840.58864,-1212.91401,-1230.39674,0.0066897,6.61E-07,7.58E-07,3.98E-07
953,-6179.62817,-11733.76637,-1781.42174,-1420.01074,0.000490946,1.68E-07,2.05E-07,1.08E-07
954,-5431.97681,-4127.54313,-1202.34651,-1179.15939,0.00227447,6.80E-07,8.01E-07,4.53E-07
955,-5208.67013,-1299.4359,-929.68801,-949.68208,0.00176384,9.43E-07,1.02E-06,6.14E-07
956,-4676.93918,-2749.33155,-903.72612,-898.53876,0.000759189,7.99E-07,8.68E-07,5.44E-07
957,-3920.9431,-2179.17163,-984.42115,-971.28154,6.47E-06,1.79E-07,2.30E-07,1.63E-07
958,-3552.55235,-3985.31897,-1276.60918,-1214.06673,9.84E-07,1.16E-07,1.52E-07,9.75E-08
959,-3434.02815,-4234.37106,-1290.6198,-1226.31977,6.32E-07,1.12E-07,1.48E-07,9.75E-08
960,-4650.16882,-1366.96981,-1005.6336,-1012.9125,0.00184744,7.73E-07,8.40E-07,4.97E-07
961,-5913.60144,-1682.47832,-1253.49137,-1253.90428,0.00981627,5.43E-07,6.00E-07,3.11E-07
962,-6425.18312,-4494.65443,-1662.76008,-1596.46634,0.00328119,5.50E-07,6.57E-07,2.81E-07
963,-5700.80715,-7560.79606,-1739.8292,-1510.47602,2.54E-05,5.50E-08,7.48E-08,4.41E-08
964,-5309.33364,-3755.9709,-1453.76601,-1423.50349,0.000158053,4.34E-07,5.48E-07,2.81E-07
965,-7661.45342,-10122.03125,-1843.71748,-1500.03344,0.550397,1.10E-06,1.16E-06,5.03E-07
966,-5810.24602,-2212.53325,-1170.88941,-1182.91038,0.00210452,6.03E-07,7.11E-07,4.03E-07
967,-4387.87657,-1132.7791,-948.1563,-989.00664,0.000623738,6.18E-07,7.33E-07,4.67E-07
968,-4767.80016,-7582.31079,-1072.56779,-1028.60144,0.000727568,3.92E-07,4.28E-07,2.57E-07
969,-1616.44753,-2068.91792,-2112.81422,-2238.61039,5.54E-10,1.69E-07,3.39E-07,1.69E-07
970,-6504.09465,-1654.19691,-1161.88628,-1170.35908,0.00924781,7.06E-07,7.65E-07,4.15E-07
971,-3988.20443,-1418.91008,-1110.03218,-1165.91869,9.28E-05,8.31E-07,9.76E-07,5.53E-07
972,-6083.20644,-7497.55432,-1295.58927,-1241.69378,0.0061073,3.02E-07,3.44E-07,1.89E-07
973,-5608.59945,-8249.8264,-1296.89028,-1131.38941,0.00262097,4.73E-07,5.11E-07,2.84E-07
974,-6053.41729,-14129.79409,-1857.59582,-1374.40374,0.00474125,5.61E-07,6.16E-07,3.14E-07
975,-4108.37573,-5329.4088,-1654.63147,-1583.05146,8.66E-06,4.61E-07,6.70E-07,3.47E-07
976,-4984.61723,-6218.14367,-986.2543,-959.91132,0.000845575,1.78E-07,1.92E-07,1.22E-07
977,-5374.09551,-5407.6599,-1039.4138,-1002.77227,0.00162902,1.80E-07,1.92E-07,1.18E-07
978,-7046.24575,-12847.57032,-1486.0063,-1383.66415,0.00555008,1.67E-07,1.89E-07,9.87E-08
979,-7666.08343,-5442.54759,-1937.57767,-1897.45205,0.00271876,2.15E-07,2.92E-07,1.25E-07
980,-6679.29117,-1599.98597,-1958.54521,-2019.69226,0.000659048,9.36E-07,1.41E-06,5.34E-07
981,-7662.59425,-1481.19735,-1933.24175,-1974.92172,0.0182058,1.15E-06,1.57E-06,5.81E-07
982,-7456.69343,-1496.20812,-1936.56015,-1979.57413,0.00820374,1.07E-06,1.50E-06,5.62E-07
983,-7489.82772,-1474.22974,-1935.30089,-1973.81656,0.00954336,1.15E-06,1.56E-06,5.84E-07
984,-6598.06672,-8973.38799,-1597.75635,-1319.11527,0.0261323,4.25E-07,4.45E-07,2.21E-07
985,-5486.9877,-7093.59059,-853.15379,-855.72094,0.00198338,7.52E-07,8.10E-07,5.19E-07
986,-1484.42202,-2980.89258,-1606.29079,-1609.96419,9.00E-09,6.67E-07,8.90E-07,4.11E-07
987,-7290.95003,-5730.71671,-1553.96496,-1541.95629,0.222274,1.05E-06,1.15E-06,4.85E-07
988,-7265.19526,-5734.7528,-1551.72745,-1536.68234,0.210676,1.05E-06,1.13E-06,4.83E-07
989,-5066.87737,-3195.12708,-1778.22693,-1732.0404,5.17E-05,5.73E-07,7.32E-07,3.18E-07
990,-4914.24866,-9503.92167,-2211.48325,-2019.37764,1.18E-05,6.16E-07,7.92E-07,2.85E-07
991,-7334.98717,-3283.4215,-1960.08834,-1861.59187,0.0230733,8.32E-07,9.38E-07,3.34E-07
992,-5679.55008,-8739.38527,-1811.01889,-1594.13646,0.000225097,1.87E-07,2.17E-07,1.02E-07
993,-6490.02987,-2810.9992,-1643.69282,-1718.53429,0.0083152,4.65E-07,6.11E-07,2.69E-07
994,-5928.90119,-9240.90603,-1784.73319,-1535.54903,0.000731237,5.95E-07,7.62E-07,3.70E-07
995,-5350.12613,-4348.1954,-1129.13009,-1163.96785,0.00135511,5.04E-07,5.72E-07,3.31E-07
996,-4880.10571,-13782.98179,-1002.47673,-893.92883,0.000322727,3.21E-07,3.46E-07,2.19E-07
997,-7578.60001,-6425.56157,-1812.57867,-1749.2923,0.0168961,5.02E-07,6.07E-07,2.54E-07
998,-3028.04921,-4344.15293,-1741.97113,-1768.66846,8.25E-08,3.17E-07,4.90E-07,2.39E-07
999,-5882.14073,-2818.96886,-1285.70578,-1266.86181,0.00101641,1.44E-07,1.69E-07,9.53E-08
1000,-5130.48432,-2417.47021,-1671.99451,-1622.13532,2.87E-05,2.50E-07,3.20E-07,1.57E-07
1001,-5315.17996,-2358.11209,-1665.65858,-1617.16378,4.70E-05,2.53E-07,3.22E-07,1.57E-07
1002,-5033.64591,-2385.0588,-1684.07789,-1631.23424,2.19E-05,2.47E-07,3.17E-07,1.55E-07
1003,-5328.1508,-1087.88635,-953.22817,-975.02836,0.00164707,6.75E-07,7.61E-07,4.82E-07
1004,-6028.13401,-3618.02357,-1384.3122,-1491.27156,0.00809304,5.22E-07,6.54E-07,3.15E-07
1005,-9004.46164,-2497.33142,-1693.46882,-1696.5393,1.3074,1.33E-06,1.55E-06,6.20E-07
1006,-6031.22018,-11531.72815,-1154.02943,-1160.06495,0.00489867,6.98E-07,7.75E-07,4.23E-07
1007,-4968.72446,-1986.98649,-998.99427,-1002.30408,0.00210094,8.02E-07,8.69E-07,5.16E-07
1008,-5661.41542,-4573.68135,-1113.53602,-1098.62037,0.00534902,7.77E-07,8.46E-07,4.79E-07
1009,-5220.21208,-8464.17142,-858.71833,-851.36376,0.0015159,7.75E-07,8.30E-07,5.38E-07
1010,-4744.12989,-3211.66868,-1616.65312,-1599.05177,3.31E-05,5.94E-07,8.60E-07,4.15E-07
1011,-4627.03169,-1980.61972,-1032.94721,-999.07558,0.000123536,2.99E-07,3.54E-07,2.28E-07
1012,-8106.33355,-3144.27598,-1920.6205,-1908.9837,0.0212358,2.88E-07,3.77E-07,1.57E-07
1013,-7111.80837,-2619.68847,-1450.28848,-1431.1434,0.0483154,9.03E-07,9.94E-07,4.66E-07
1014,-5695.56937,-3774.97278,-1247.9565,-1207.8395,0.00323917,3.84E-07,4.17E-07,2.21E-07
1015,-4414.88563,-2500.96678,-1837.56159,-1855.93126,1.81E-06,5.39E-07,7.71E-07,3.23E-07
1016,-7872.87215,-2057.2668,-1845.82736,-1841.26583,0.0274895,5.86E-07,7.82E-07,3.13E-07
1017,-5875.50914,-2421.23503,-1680.72511,-1695.03347,0.000601888,7.73E-07,9.82E-07,4.19E-07
1018,-6347.93442,-1534.03092,-1207.45304,-1218.54673,0.0105625,6.66E-07,7.37E-07,3.93E-07
1019,-3996.97298,-8175.28753,-1232.45896,-1147.02614,2.86E-06,9.04E-08,1.30E-07,9.19E-08
1020,-4750.61351,-12991.91919,-1358.04937,-1058.44292,9.74E-05,1.08E-07,1.17E-07,7.15E-08
1021,-5267.9219,-7932.02105,-1209.81258,-1139.66371,0.00249177,6.06E-07,6.72E-07,3.83E-07
1022,-8880.92407,-1814.75378,-1678.80609,-1676.88125,0.529778,9.43E-07,1.13E-06,4.76E-07
1023,-6449.95232,-12048.70628,-1604.59977,-1544.66213,0.00742418,2.65E-07,3.52E-07,1.79E-07
1024,-6820.24674,-4629.60125,-1440.63563,-1347.86108,0.0183296,2.40E-07,2.62E-07,1.31E-07
1025,-6971.45561,-4632.67297,-1466.05202,-1372.39208,0.021783,2.28E-07,2.48E-07,1.23E-07
1026,-6707.52831,-2310.59296,-1333.50051,-1302.10148,0.0498217,5.38E-07,5.71E-07,2.78E-07
1027,-6591.77175,-2348.41049,-2135.70529,-2106.6042,0.000402983,5.82E-07,8.00E-07,2.81E-07
1028,-7384.45958,-2087.54998,-2089.47699,-2059.2266,0.00338316,6.27E-07,8.20E-07,2.91E-07
1029,-5087.01827,-23115.02725,-2901.77108,-1129.30021,0.000531088,1.99E-07,2.19E-07,1.30E-07
1030,-8866.41164,-1407.93887,-2002.30591,-1954.68469,0.0402854,1.89E-07,2.21E-07,8.22E-08
1031,-4217.9989,-2787.03795,-929.36832,-923.68487,0.000390271,4.95E-07,5.35E-07,3.29E-07
1032,-3331.03178,-1189.94177,-691.00566,-710.07185,8.78E-05,6.63E-07,7.20E-07,5.03E-07
1033,-4912.17381,-9368.97979,-1166.53917,-1038.57522,0.00139675,5.81E-07,6.21E-07,3.52E-07
1034,-4968.21477,-16223.38731,-1571.91466,-1062.99723,0.00153952,5.95E-07,6.36E-07,3.58E-07
1035,-4900.9337,-15345.85316,-1482.6955,-1045.01264,0.00136425,5.84E-07,6.24E-07,3.55E-07
1036,-4966.57847,-15502.33484,-1481.61891,-1059.78358,0.00149114,5.82E-07,6.23E-07,3.50E-07
1037,-5357.0429,-6250.26667,-1220.89928,-1118.70937,0.00345296,6.75E-07,7.20E-07,3.86E-07
1038,-4979.90469,-2302.47558,-1563.25961,-1516.49993,1.60E-05,1.59E-07,2.04E-07,1.06E-07
1039,-5897.94224,-2162.89194,-1524.5426,-1473.83111,0.000225887,1.82E-07,2.24E-07,1.15E-07
1040,-4513.62682,-2374.63931,-1597.70618,-1550.89031,4.40E-06,1.53E-07,2.01E-07,1.04E-07
1041,-6371.85491,-2109.67574,-1445.20658,-1403.14147,0.000887838,1.89E-07,2.28E-07,1.21E-07
1042,-6520.11631,-2018.97947,-1418.30481,-1371.29459,0.00171862,2.01E-07,2.39E-07,1.27E-07
1043,-6345.55013,-2147.27306,-1467.58476,-1421.09432,0.000766688,1.90E-07,2.30E-07,1.20E-07
1044,-4568.05614,-5836.13859,-930.6398,-915.01876,0.000403319,1.77E-07,1.95E-07,1.30E-07
1045,-3598.29682,-2549.94367,-739.75155,-743.07611,4.73E-05,1.30E-07,1.43E-07,1.03E-07
1046,-5366.86504,-10140.80227,-1175.21716,-1136.40353,0.00216971,5.03E-07,5.63E-07,3.34E-07
1047,-3111.77537,-2398.65337,-1622.14413,-1574.43914,1.08E-07,1.28E-07,1.77E-07,9.32E-08
1048,-4338.11448,-2351.13545,-1587.89998,-1534.92837,3.24E-06,1.50E-07,1.97E-07,1.02E-07
1049,-2518.58777,-2413.15487,-1636.33455,-1593.052,2.23E-08,1.18E-07,1.69E-07,9.05E-08
1050,-5658.01918,-2197.84153,-1534.91752,-1483.87556,0.00011259,1.71E-07,2.14E-07,1.12E-07
1051,-6064.61253,-2039.48127,-1482.79893,-1433.3106,0.000401252,1.84E-07,2.24E-07,1.17E-07
1052,-5481.04373,-2260.54674,-1558.83534,-1507.2058,6.31E-05,1.65E-07,2.10E-07,1.09E-07
1053,-2960.47574,-2475.56278,-1626.75172,-1578.90933,7.87E-08,1.28E-07,1.79E-07,9.52E-08
1054,-3902.95088,-2461.70888,-1596.60398,-1548.07997,1.03E-06,1.46E-07,1.93E-07,1.01E-07
1055,-2426.67545,-2534.67195,-1642.18354,-1596.47643,1.93E-08,1.22E-07,1.73E-07,9.11E-08
1056,-5318.60839,-2325.97149,-1559.01823,-1499.31918,4.70E-05,1.69E-07,2.12E-07,1.09E-07
1057,-5733.10575,-2176.51391,-1521.36412,-1469.12502,0.00016159,1.77E-07,2.22E-07,1.14E-07
1058,-5090.0902,-2272.80285,-1568.18764,-1518.77071,2.59E-05,1.65E-07,2.12E-07,1.09E-07
1059,-3181.18377,-4250.21451,-687.15453,-619.56158,3.75E-05,3.19E-07,3.42E-07,2.56E-07
1060,-7550.16567,-7529.3781,-1649.49371,-1522.75587,0.162942,8.54E-07,9.48E-07,4.16E-07
1061,-7166.03788,-8328.72456,-1558.98549,-1425.47349,0.10789,7.37E-07,8.14E-07,3.80E-07
1062,-7464.30556,-6459.1088,-1724.30159,-1589.29381,0.0368296,6.33E-07,7.34E-07,3.27E-07
1063,-7454.23098,-6464.26899,-1719.2711,-1583.38896,0.0388275,6.34E-07,7.33E-07,3.28E-07
1064,-7446.18205,-6510.92761,-1709.21478,-1569.90416,0.0412082,6.36E-07,7.35E-07,3.28E-07
1065,-7459.59997,-6461.29581,-1736.66536,-1600.22294,0.0326145,6.23E-07,7.22E-07,3.20E-07
1066,-5727.73091,-11984.56851,-1297.10736,-1229.43852,0.00680706,5.99E-07,6.82E-07,3.65E-07
1067,-4163.08353,-5750.08499,-1976.88714,-1885.84415,1.77E-06,4.41E-07,6.86E-07,3.21E-07
1068,-5491.0971,-5370.277,-1320.98568,-1277.59934,0.000804933,3.05E-07,3.79E-07,1.97E-07
1069,-5681.03269,-11525.32219,-1567.51911,-1434.14898,0.0011132,3.70E-07,4.32E-07,2.11E-07
1070,3419.34576,-6851.26851,-1879.38523,-1744.75348,3.10E-15,4.10E-08,8.33E-08,5.26E-08
1071,-2435.02006,-8470.1463,-1656.90823,-1495.49319,4.08E-08,3.92E-07,5.79E-07,3.12E-07
1072,-4747.57575,-1105.53999,-844.43986,-877.15781,0.000688915,8.38E-07,9.12E-07,5.78E-07
1073,-4398.22417,-1134.71526,-939.51147,-961.75255,0.000454026,8.39E-07,9.24E-07,5.57E-07
1074,-6677.48667,-11925.86208,-1378.65111,-1337.37801,0.00411651,2.38E-07,2.88E-07,1.58E-07
1075,-4266.39943,-6840.34598,-884.36648,-882.87957,0.000235474,1.85E-07,2.07E-07,1.45E-07
1076,-7401.01386,-7790.48568,-1850.03422,-1742.29855,0.00209961,4.57E-07,5.83E-07,2.59E-07
1077,-5560.80569,-1564.92269,-1313.97353,-1341.88455,0.00179314,6.40E-07,7.94E-07,4.23E-07
1078,-5452.1592,-14739.63752,-1762.74651,-1317.30072,0.00110906,5.14E-07,5.96E-07,3.07E-07
1079,-4429.25512,-7192.91738,-933.68789,-938.14079,0.000301969,1.86E-07,2.07E-07,1.40E-07
1080,-6122.74105,-3062.47858,-1488.41473,-1489.30593,0.00116768,4.98E-07,6.41E-07,3.26E-07
1081,-3138.08345,-5797.15806,-1757.73844,-1823.09952,3.81E-08,2.69E-07,4.03E-07,1.84E-07
1082,-5858.17675,-7327.59895,-1420.11187,-1273.22973,0.00296232,5.90E-07,6.63E-07,3.43E-07
1083,-4569.65519,-6203.32451,-1845.81946,-1789.62646,1.92E-06,2.06E-07,2.95E-07,1.28E-07
1084,-6970.51053,-3943.06079,-1982.86072,-1994.27904,0.000928585,3.16E-07,4.34E-07,1.65E-07
1085,-7386.20117,-18092.12866,-1611.56023,-1433.52662,0.0498794,4.84E-07,5.49E-07,2.77E-07
1086,-7497.96615,-17824.55901,-1610.54568,-1463.56713,0.057807,4.93E-07,5.58E-07,2.76E-07
1087,-188.05314,-6774.05985,-2248.35123,-2153.07035,6.31E-11,5.00E-07,7.32E-07,2.91E-07
1088,-4746.39,-7421.32908,-947.55925,-928.69077,0.000572465,1.85E-07,2.01E-07,1.33E-07
1089,-6192.60064,-3837.13311,-801.70411,-809.66775,0.00396425,1.06E-06,1.12E-06,7.37E-07
1090,-6439.7674,-2967.43414,-1441.92055,-1431.15739,0.0109592,7.43E-07,8.70E-07,4.21E-07
1091,-6040.46204,-6425.03902,-1316.12822,-1285.86803,0.00888263,8.12E-07,9.02E-07,4.66E-07
1092,-9520.35667,-2612.22472,-2032.50568,-1955.23727,0.476054,4.03E-07,4.56E-07,1.69E-07
1093,-6926.71703,-5210.88206,-1309.71495,-1261.86955,0.0369485,7.96E-07,8.76E-07,4.48E-07
1094,-3400.28609,-7928.00996,-729.32966,-704.10564,9.38E-05,5.18E-07,5.54E-07,3.84E-07
1095,-3439.11677,-7465.34967,-729.91869,-706.38162,9.92E-05,5.20E-07,5.55E-07,3.84E-07
1096,-6402.29777,-9421.41501,-1567.89833,-1407.72726,0.00520516,4.92E-07,5.74E-07,2.87E-07
1097,-4799.94379,-936.986,-997.11137,-1011.17069,0.00138651,5.40E-07,5.83E-07,3.51E-07
1098,-8039.33641,-5161.26502,-1581.51856,-1528.06458,0.307149,3.14E-07,3.37E-07,1.51E-07
1099,-7591.82182,-5029.61914,-1522.19983,-1467.25887,0.135056,3.02E-07,3.26E-07,1.53E-07
1100,-4236.1386,-6781.90422,-870.66091,-806.02455,0.000614175,7.12E-07,7.49E-07,4.86E-07
1101,-6944.82459,-7459.32699,-1466.46868,-1316.90987,0.0613892,5.73E-07,6.06E-07,3.04E-07
1102,-9039.12308,-1397.36985,-1797.8978,-1758.66909,0.730361,3.73E-07,4.05E-07,1.53E-07
1103,-6034.68272,-2506.36238,-1296.52983,-1289.97923,0.00947401,6.44E-07,7.44E-07,3.86E-07
1104,-7945.42097,-6951.47575,-1835.55873,-1751.91797,0.0271455,3.89E-07,4.68E-07,2.01E-07
1105,-6051.93887,-7193.31652,-1340.27425,-1314.97964,0.00519468,6.08E-07,7.03E-07,3.67E-07
1106,-8653.67567,-7001.06816,-1948.60977,-1840.2024,0.114768,4.18E-07,5.04E-07,2.04E-07
1107,-8427.24286,-4144.84026,-1672.78995,-1618.27889,0.837563,9.33E-07,1.01E-06,4.08E-07
1108,-8898.17592,-4230.27501,-1930.32812,-1867.37293,0.538214,1.06E-06,1.19E-06,4.24E-07
1109,-7573.33519,-1838.46455,-1639.51283,-1611.61978,0.107335,7.91E-07,8.83E-07,3.74E-07
1110,-6670.95973,-4880.73276,-1837.70314,-1718.71814,0.00123152,2.91E-07,3.27E-07,1.40E-07
1111,-4717.71091,-8495.68232,-911.76805,-888.91247,0.000979716,7.81E-07,8.52E-07,5.41E-07
1112,-4860.34429,-2789.3857,-1862.05748,-1763.11762,1.63E-05,4.05E-07,5.05E-07,2.21E-07
1113,-7695.42755,-10888.42174,-1392.1617,-1387.55561,0.0246462,2.44E-07,3.40E-07,1.95E-07
1114,-2276.86938,-10527.50753,-2029.52577,-1694.93876,1.39E-08,1.50E-07,2.05E-07,9.65E-08
1115,-8471.49196,-3132.11602,-2014.6487,-1963.08251,0.120248,7.45E-07,8.57E-07,2.97E-07
1116,-8492.33676,-3145.28021,-2000.75566,-1949.277,0.137007,7.45E-07,8.52E-07,2.97E-07
1117,-8050.7731,-2258.80603,-1952.30194,-1941.86225,0.0435067,8.02E-07,1.00E-06,3.75E-07
1118,-8539.51968,-3777.56743,-1982.53903,-1914.54506,0.165733,7.17E-07,8.17E-07,2.89E-07
1119,-8447.10455,-3718.00074,-1968.92344,-1900.49091,0.120012,6.86E-07,7.85E-07,2.85E-07
1120,-8514.65584,-3614.49572,-2004.50214,-1941.65025,0.130727,7.34E-07,8.39E-07,2.95E-07
1121,-8529.14568,-3506.16994,-2005.99943,-1942.13837,0.137024,7.29E-07,8.37E-07,2.97E-07
1122,-8555.67543,-3494.28741,-1989.52062,-1933.42541,0.156297,7.36E-07,8.42E-07,2.99E-07
1123,-8460.83135,-3102.23672,-1989.79093,-1930.62271,0.134086,7.25E-07,8.28E-07,2.92E-07
1124,-8370.30381,-3432.18733,-2012.78831,-1955.72814,0.0837755,7.04E-07,8.10E-07,2.85E-07
1125,-8450.06041,-3019.54929,-1993.21222,-1937.47846,0.131113,7.35E-07,8.37E-07,2.95E-07
1126,-7906.60402,-4078.74329,-1936.68313,-1894.72291,0.0317675,6.83E-07,8.57E-07,3.36E-07
1127,-7913.5064,-3806.40496,-1940.30142,-1901.19384,0.0327583,6.91E-07,8.66E-07,3.36E-07
1128,-7832.55807,-3402.11611,-1953.20266,-1920.20741,0.0270962,7.03E-07,8.79E-07,3.40E-07
1129,-7846.53422,-3575.04663,-1944.76957,-1910.76985,0.0293131,7.03E-07,8.76E-07,3.38E-07
1130,-7848.55253,-3526.83395,-1942.6539,-1908.75973,0.0292571,6.97E-07,8.68E-07,3.40E-07
1131,-8243.85028,-4107.31666,-2024.18166,-1952.48977,0.0523027,6.49E-07,7.47E-07,2.67E-07
1132,-8308.70988,-3342.49496,-1991.51384,-1943.42582,0.0697689,6.86E-07,7.98E-07,2.85E-07
1133,-8317.55255,-3487.86092,-1996.0512,-1947.17146,0.0717466,6.92E-07,8.06E-07,2.84E-07
1134,-7445.57958,-6034.93403,-1521.93904,-1385.70791,0.0962953,3.98E-07,4.29E-07,2.15E-07
