Order,I2-heat,H2O-heat,N2-heat,O2-heat,I2-henry,N2-henry,O2-henry,H2O-henry
1,-5407.77065,-19346.27342,-1679.78151,-1475.70225,8.15E-05,1.89E-07,2.47E-07,1.32E-07
2,-5370.83101,-18198.48974,-1651.06912,-1482.12075,6.87E-05,1.85E-07,2.43E-07,1.30E-07
3,-5343.38779,-19766.26434,-1689.32825,-1499.34344,5.50E-05,1.81E-07,2.40E-07,1.27E-07
4,-5398.05432,-20241.27298,-1688.28942,-1515.46897,5.27E-05,1.74E-07,2.31E-07,1.22E-07
5,-5301.39076,-19999.66116,-1683.01427,-1535.22023,3.20E-05,1.64E-07,2.22E-07,1.17E-07
6,-16.83471,-5085.80713,-1907.06529,-1822.47941,7.17E-11,2.15E-07,3.06E-07,1.43E-07
7,-5930.6655,-9112.39408,-1779.89765,-1536.36839,0.000718008,5.88E-07,7.57E-07,3.67E-07
8,-8101.28657,-3703.17889,-1673.86094,-1654.58852,0.27809,8.67E-07,9.98E-07,4.20E-07
9,-7078.74191,-2898.44399,-1343.30604,-1372.73915,0.0175091,5.85E-07,6.91E-07,3.52E-07
10,-6672.06205,-1843.66587,-1309.04953,-1253.75353,0.0052316,1.89E-07,2.08E-07,1.08E-07
11,-7911.3216,-7711.46368,-1800.61437,-1681.95609,0.0535268,3.68E-07,4.01E-07,1.69E-07
12,-7911.41269,-3815.0252,-1709.25178,-1705.9738,0.179093,7.95E-07,9.44E-07,3.81E-07
13,-7512.15955,-3667.88704,-1652.3921,-1597.11686,0.00690896,2.21E-07,2.88E-07,1.42E-07
14,-7692.42991,-5102.20414,-1687.70263,-1641.57398,0.0077574,1.98E-07,2.59E-07,1.25E-07
15,-7794.10084,-2499.84715,-1410.22412,-1422.3639,0.0560242,5.74E-07,6.74E-07,3.36E-07
16,-8037.05104,-1491.18518,-1435.48629,-1415.71008,0.0282687,4.46E-07,5.12E-07,2.57E-07
17,-6009.00395,-11264.15815,-1391.9153,-1422.53385,0.00401961,7.31E-07,8.49E-07,4.21E-07
18,-5890.53365,-10536.07955,-1393.60342,-1450.59739,0.00378034,7.35E-07,8.67E-07,4.27E-07
19,-5941.45271,-10845.04796,-1403.91119,-1449.56316,0.00403784,7.25E-07,8.47E-07,4.14E-07
20,-5880.02297,-11287.36954,-1395.25691,-1428.45061,0.00363359,7.36E-07,8.56E-07,4.23E-07
21,-5481.10636,-1211.23825,-1148.58861,-1195.09674,0.00298432,5.56E-07,6.56E-07,3.66E-07
22,-5216.73112,-12819.96856,-1462.99313,-1275.45048,0.000645556,5.39E-07,6.17E-07,3.18E-07
23,-5992.47684,-10810.0151,-1273.11244,-1166.91301,0.00604527,2.82E-07,3.06E-07,1.65E-07
24,-4975.96827,-1466.69098,-980.35994,-976.36568,0.001401,6.91E-07,7.63E-07,4.59E-07
25,4534.0875,-6991.22807,-2189.86008,-2288.64886,6.38E-16,4.88E-07,8.82E-07,3.14E-07
26,-8192.53452,-5225.10008,-1602.29755,-1546.59559,0.392803,3.09E-07,3.31E-07,1.47E-07
27,-6205.43497,-1882.78889,-893.78896,-914.61767,0.00394825,9.64E-07,1.05E-06,6.50E-07
28,-4930.51724,-4264.99285,-1116.04012,-1079.01384,0.00090847,5.75E-07,6.39E-07,3.72E-07
29,-4041.51005,-5882.01009,-962.56015,-907.24479,7.54E-05,1.48E-07,1.77E-07,1.29E-07
30,-7028.70745,-11462.88545,-1627.9522,-1490.82259,0.0378717,5.28E-07,6.04E-07,2.76E-07
31,-6778.10158,-12705.09439,-1606.68014,-1456.42779,0.0234655,5.00E-07,5.74E-07,2.71E-07
32,-3726.49962,-12470.27499,-775.02903,-735.54585,0.000233577,9.69E-07,1.03E-06,7.00E-07
33,-3758.76881,-13588.25097,-779.15349,-743.20504,0.000237819,9.39E-07,1.00E-06,6.75E-07
34,-5155.33749,-14990.29479,-1274.70013,-1111.30076,0.00185607,6.95E-07,7.75E-07,4.36E-07
35,-8304.07788,-1332.68806,-1608.12281,-1583.12142,0.850416,5.86E-07,6.13E-07,2.47E-07
36,-8564.74056,-4648.31113,-1366.32558,-1363.12457,0.0669581,6.51E-07,7.32E-07,3.69E-07
37,-8480.28947,-5009.35013,-1375.65803,-1372.41336,0.0460486,6.42E-07,7.22E-07,3.66E-07
38,19179.33046,-1619.77663,-2076.68852,-2213.13933,1.01E-31,3.86E-08,9.90E-08,5.81E-08
39,-5134.04109,-5269.99141,-981.72432,-969.0586,0.000572945,3.56E-07,3.92E-07,2.48E-07
40,-7289.45633,-11599.44476,-1669.70801,-1506.47114,0.0550897,3.75E-07,4.26E-07,2.01E-07
41,-7695.0603,-11370.61082,-1717.53159,-1534.79577,0.137422,3.90E-07,4.33E-07,1.97E-07
42,-5455.86472,-2537.66464,-1128.13878,-1109.93999,0.00357846,8.89E-07,9.78E-07,5.40E-07
43,-4203.51763,-1029.50846,-759.52301,-782.60148,0.000497463,1.02E-06,1.11E-06,7.34E-07
44,-4957.92586,-1591.79791,-976.97116,-989.24653,0.00193724,1.09E-06,1.17E-06,6.86E-07
45,-4667.17495,-5854.10354,-1944.41271,-1878.06575,3.50E-06,2.43E-07,3.59E-07,1.60E-07
46,-4595.19453,-2480.6053,-967.49543,-973.50245,0.00053681,4.63E-07,5.19E-07,3.21E-07
47,-4601.38591,-2401.64111,-962.61832,-965.96897,0.000550657,4.66E-07,5.21E-07,3.22E-07
48,-7951.00115,-9316.55435,-1736.91935,-1664.70843,0.14408,9.39E-07,1.07E-06,4.41E-07
49,-5754.52349,-7955.31822,-1123.33063,-1096.91292,0.00289842,7.50E-07,8.34E-07,4.80E-07
50,-7502.87874,-3332.14213,-1459.40209,-1390.42918,0.10251,3.24E-07,3.43E-07,1.63E-07
51,-6618.89241,-6580.97637,-1498.13354,-1455.71724,0.00717752,4.16E-07,4.76E-07,2.24E-07
52,-5801.60585,-7555.51573,-1307.98563,-1161.82715,0.00837757,6.20E-07,6.67E-07,3.58E-07
53,-5076.52171,-2123.64761,-1476.15659,-1427.59311,3.34E-05,1.63E-07,2.06E-07,1.10E-07
54,-4405.47036,-1234.75645,-1132.11601,-1112.64545,1.59E-05,1.13E-07,1.38E-07,8.67E-08
55,-5960.15102,-2037.189,-1400.92521,-1351.47146,0.000495155,1.91E-07,2.27E-07,1.24E-07
56,-4573.21284,-2129.02986,-1477.04055,-1435.88124,1.06E-05,1.63E-07,2.07E-07,1.11E-07
57,-5024.73979,-2168.52993,-1499.62349,-1458.4077,2.11E-05,1.57E-07,1.99E-07,1.06E-07
58,-6154.01584,-2035.52406,-1395.68484,-1352.02818,0.000643533,1.84E-07,2.20E-07,1.19E-07
59,-5353.49681,-1983.83968,-1409.69363,-1366.07065,9.14E-05,1.69E-07,2.06E-07,1.13E-07
60,-3679.14746,-7714.64071,-614.83709,-614.86435,6.65E-05,4.22E-07,4.48E-07,3.42E-07
61,-6014.61835,-3048.37838,-1250.41767,-1305.18562,0.000539403,7.48E-07,8.78E-07,4.61E-07
62,-4979.9929,-5993.19972,-1040.89853,-1029.56163,0.00186531,7.24E-07,7.87E-07,4.64E-07
63,-4686.54172,-6866.07464,-1023.40315,-1015.42032,0.0013755,7.15E-07,7.78E-07,4.61E-07
64,-8684.48149,-6235.86323,-1936.4311,-1887.9172,0.249808,8.13E-07,1.03E-06,3.99E-07
65,-5416.68633,-1676.92531,-1208.11028,-1213.74424,0.00286437,6.52E-07,7.23E-07,3.92E-07
66,-5488.67631,-1227.83964,-1227.10153,-1225.01041,0.00258771,6.31E-07,6.99E-07,3.79E-07
67,-5721.64283,-1544.01764,-1167.94932,-1157.99926,0.00515389,3.58E-07,3.89E-07,2.09E-07
68,-7564.85825,-11223.62361,-1789.3844,-1704.51064,0.0526719,7.15E-07,8.42E-07,3.45E-07
69,-8118.40529,-6972.8242,-1727.81118,-1675.04934,0.114823,4.38E-07,5.62E-07,2.61E-07
70,-6967.2467,-8354.85331,-1415.77011,-1285.55467,0.0362659,8.38E-07,9.08E-07,4.57E-07
71,-7163.40847,-1728.60369,-1420.18516,-1417.6024,0.0231894,5.62E-07,6.80E-07,3.45E-07
72,-5589.26933,-1328.66248,-1139.29319,-1171.20127,0.00509618,5.44E-07,6.08E-07,3.39E-07
73,-8069.04771,-8490.19975,-1401.94835,-1381.41734,0.0915364,6.01E-07,6.61E-07,3.20E-07
74,-5475.86638,-15017.85909,-1684.29937,-1372.92986,0.00076467,5.43E-07,6.56E-07,3.32E-07
75,-7625.49375,-4560.75738,-1708.92032,-1723.98357,0.015627,7.42E-07,8.68E-07,3.73E-07
76,-4113.84298,-1377.57717,-844.20575,-840.48019,0.000563255,6.94E-07,7.30E-07,4.71E-07
77,-9046.48491,-6226.31028,-1877.54595,-1773.67433,0.398504,4.52E-07,5.45E-07,2.32E-07
78,-6433.73979,-7876.61082,-1452.90664,-1305.7761,0.014208,6.57E-07,7.41E-07,3.85E-07
79,-10325.58499,-6129.85123,-2182.30804,-2097.50246,0.564329,2.85E-07,3.15E-07,1.12E-07
80,-7006.09764,-11125.32071,-1840.16921,-1685.34539,0.00736271,2.40E-07,3.39E-07,1.75E-07
81,-5352.13076,-3300.61748,-1171.2858,-1158.39365,0.00345285,5.52E-07,6.14E-07,3.39E-07
82,-6064.3971,-3950.32632,-1282.74112,-1253.7096,0.0105138,9.35E-07,1.02E-06,5.17E-07
83,-6619.58842,-2428.22877,-1409.97716,-1414.05908,0.0343892,9.85E-07,1.15E-06,5.47E-07
84,-4401.16227,-7563.03256,-896.20149,-884.67867,0.000300701,1.83E-07,2.02E-07,1.39E-07
85,-7735.25065,-3739.37287,-1658.89547,-1621.30377,0.0761718,1.00E-06,1.22E-06,5.50E-07
86,-6916.59532,-3141.54242,-1545.13107,-1492.89654,0.0162575,7.32E-07,8.29E-07,3.87E-07
87,-5245.73304,-10872.26128,-1447.78299,-1088.4355,0.00117504,1.80E-07,1.97E-07,1.17E-07
88,-7377.86799,-7639.1764,-1788.03699,-1575.14786,0.042564,4.24E-07,4.71E-07,2.08E-07
89,-6618.18885,-10338.55893,-1189.23495,-1116.71965,0.0129718,8.61E-07,9.61E-07,5.40E-07
90,3468.0673,-5057.68878,-3169.80274,-3130.06296,4.72E-15,1.13E-06,2.19E-06,4.79E-07
91,4303.48774,-3767.47664,-2073.79396,-2107.56019,7.73E-16,2.37E-07,4.67E-07,2.10E-07
92,-4651.27167,-1202.85798,-915.08439,-957.14008,0.000514769,4.78E-07,5.24E-07,3.30E-07
93,-4884.73716,-1086.09312,-942.16728,-974.672,0.000647103,4.73E-07,5.19E-07,3.26E-07
94,-4046.06795,-3758.1941,-868.19028,-851.63307,0.000193556,3.16E-07,3.40E-07,2.22E-07
95,-4021.14481,-3939.62529,-870.56206,-849.43902,0.000182849,3.05E-07,3.29E-07,2.16E-07
96,-5091.41939,-2885.99889,-978.3776,-971.38174,0.000833348,4.77E-07,5.21E-07,3.23E-07
97,-4726.94512,-2584.30118,-960.89798,-957.79112,0.000508321,4.57E-07,5.00E-07,3.18E-07
98,-4065.51922,-2682.34318,-873.06207,-868.77447,0.000191894,2.87E-07,3.10E-07,2.01E-07
99,-4015.39168,-4025.61831,-871.70755,-848.43416,0.000174136,2.96E-07,3.19E-07,2.11E-07
100,-4454.39706,-1012.53988,-967.81131,-1048.21329,0.000439788,3.97E-07,4.59E-07,2.85E-07
101,-4314.33942,-3643.22905,-1014.73079,-1072.40154,0.000343688,4.12E-07,4.79E-07,2.98E-07
102,-5731.09669,-1353.60721,-1061.083,-1085.89443,0.00569252,9.44E-07,1.05E-06,5.91E-07
103,-5922.94166,-2543.16493,-1135.58481,-1126.33202,0.0159247,1.18E-06,1.26E-06,6.80E-07
104,-7678.52633,-2623.31598,-1522.2632,-1464.28319,0.0947886,3.92E-07,4.28E-07,1.99E-07
105,-7336.53387,-3209.19486,-1643.30174,-1576.98313,0.0221093,3.78E-07,4.23E-07,1.88E-07
106,-6708.96126,-3644.20597,-1714.39238,-1644.47588,0.00256427,3.60E-07,4.15E-07,1.81E-07
107,-6026.77203,-3677.15746,-1764.58813,-1699.03712,0.000282961,3.31E-07,3.95E-07,1.73E-07
108,-6291.62466,-1227.9576,-1311.56831,-1315.25475,0.0179284,3.61E-07,3.85E-07,1.87E-07
109,-5671.49016,-13629.74091,-1513.54582,-1364.32387,0.00189998,7.50E-07,8.44E-07,4.11E-07
110,-6005.83563,-15084.74323,-1563.3612,-1366.07404,0.00423705,7.51E-07,8.48E-07,4.12E-07
111,-5801.76365,-14792.66505,-1580.35774,-1375.73151,0.00266689,7.89E-07,8.92E-07,4.34E-07
112,-5815.91385,-13185.78119,-1544.88724,-1378.37282,0.00262591,7.91E-07,8.95E-07,4.37E-07
113,-5568.83178,-13970.26445,-1553.83803,-1363.99807,0.00148335,7.76E-07,8.84E-07,4.36E-07
114,-5625.86661,-13230.03373,-1540.62818,-1373.75912,0.00163089,7.82E-07,8.93E-07,4.40E-07
115,-3920.34445,-2199.34721,-1211.19743,-1172.56241,8.76E-05,1.13E-06,1.27E-06,6.81E-07
116,-5680.80517,-13554.69719,-1453.46562,-1201.90433,0.004011,4.95E-07,5.59E-07,3.11E-07
117,1813.41638,-7580.24189,-1974.86114,-1930.89106,8.13E-13,6.50E-07,9.51E-07,3.81E-07
118,-5167.80939,-2115.52403,-1360.45235,-1353.82949,0.00043498,3.92E-07,4.58E-07,2.42E-07
119,-4209.4856,-3667.9241,-1028.11481,-1026.25119,2.95E-05,2.03E-07,2.65E-07,1.73E-07
120,-4750.21276,-1063.60963,-943.62532,-951.947,0.00110257,8.70E-07,9.48E-07,5.73E-07
121,-4158.05705,-707.2311,-760.42838,-787.46572,0.000387502,8.71E-07,9.43E-07,6.25E-07
122,-7211.78312,-1895.57061,-1478.92325,-1470.55002,0.0226243,7.60E-07,9.18E-07,4.42E-07
123,-5922.83831,-2795.24359,-1810.46999,-1736.14178,0.000185228,5.39E-07,6.77E-07,3.11E-07
124,-8555.74839,-2211.31703,-1829.69744,-1735.18897,0.124524,6.85E-07,7.82E-07,3.36E-07
125,-2643.21842,-15231.52794,-793.53344,-593.66996,1.94E-05,4.71E-07,5.15E-07,3.90E-07
126,-6350.82596,-2037.03567,-1294.51722,-1273.07491,0.0132984,3.42E-07,3.74E-07,1.91E-07
127,-7369.16641,-1943.55515,-1602.95998,-1621.92968,0.0350208,3.92E-07,4.67E-07,2.14E-07
128,-5844.47579,-8085.3648,-1218.98272,-1147.79844,0.00596157,7.85E-07,8.46E-07,4.61E-07
129,-6170.03665,-7575.8437,-1447.39914,-1460.60128,0.0140684,1.06E-06,1.25E-06,5.87E-07
130,-7649.15885,-5517.49765,-1673.98134,-1567.28588,0.0758214,5.79E-07,6.79E-07,3.29E-07
131,-4261.02819,-18166.73048,-2198.83539,-1434.47579,1.30E-05,2.18E-07,2.58E-07,1.39E-07
132,-4509.54512,-17210.34026,-2056.483,-1402.27955,2.42E-05,2.21E-07,2.62E-07,1.42E-07
133,-4837.97824,-5980.08575,-1125.51565,-1025.5616,0.000826163,7.52E-07,8.31E-07,4.91E-07
134,-7379.96069,-5437.85322,-1740.98895,-1671.15927,0.0176368,3.86E-07,4.46E-07,1.91E-07
135,-7548.56281,-1422.33818,-1914.48833,-1945.96229,0.0137559,1.08E-06,1.49E-06,5.60E-07
136,-6631.76882,-1277.92648,-1402.48923,-1413.894,0.0132756,2.91E-07,3.24E-07,1.59E-07
137,-6031.53575,-2716.15408,-1418.00833,-1446.9317,0.00424523,2.96E-07,3.52E-07,1.75E-07
138,-6787.53756,-1761.17847,-1263.04767,-1281.05472,0.00807983,1.08E-06,1.25E-06,6.55E-07
139,-6969.57458,-4754.64924,-1361.30085,-1311.68596,0.0272342,2.71E-07,2.94E-07,1.51E-07
140,-5860.1493,-3077.01417,-1171.59338,-1151.6268,0.0050151,3.39E-07,3.69E-07,2.07E-07
141,-8809.71,-1970.47031,-1681.9882,-1608.18252,0.215456,1.29E-07,1.31E-07,5.53E-08
142,-6040.87345,-14168.73516,-1434.99545,-1181.34503,0.00932477,6.62E-07,7.24E-07,3.86E-07
143,-5731.95336,-15403.65848,-1445.11998,-1118.70596,0.00492197,5.94E-07,6.51E-07,3.61E-07
144,-7977.07185,-9301.35159,-1497.71737,-1470.67264,0.0282477,8.57E-07,1.02E-06,4.93E-07
145,-5822.87747,-6621.50094,-1536.94661,-1498.50177,0.00452015,8.78E-07,1.08E-06,5.12E-07
146,-5505.74942,-14679.11853,-1387.06705,-1121.87323,0.00147787,2.29E-07,2.56E-07,1.50E-07
147,-6250.29863,-1885.59286,-1352.74136,-1392.58671,0.0103887,7.29E-07,8.98E-07,4.57E-07
148,-8299.06508,-1636.10779,-1698.70878,-1747.42229,0.472143,6.05E-07,7.22E-07,2.93E-07
149,-4082.95026,-4179.77695,-917.91334,-893.91626,0.000303033,4.95E-07,5.32E-07,3.35E-07
150,-4062.45923,-3878.39158,-905.09061,-887.66194,0.000286437,4.89E-07,5.25E-07,3.31E-07
151,-4093.23956,-4929.8181,-950.09305,-900.61554,0.000301271,4.84E-07,5.22E-07,3.28E-07
152,-4100.21623,-4733.1911,-939.58984,-900.79876,0.000316407,4.91E-07,5.28E-07,3.31E-07
153,-4092.13857,-4889.32424,-940.48294,-899.01555,0.00031328,4.93E-07,5.30E-07,3.31E-07
154,-4118.37283,-4846.13486,-943.47684,-905.12231,0.000322963,4.96E-07,5.33E-07,3.33E-07
155,-6931.05213,-3830.86281,-1503.20414,-1487.21247,0.0133624,4.77E-07,5.86E-07,2.86E-07
156,-6146.94449,-1325.91984,-1645.56795,-1689.49803,0.00013011,1.71E-07,2.63E-07,1.37E-07
157,-5933.25006,-1188.67728,-1565.6636,-1594.08408,0.000211872,2.29E-07,3.16E-07,1.58E-07
158,-7225.58317,-2798.28646,-1579.74046,-1491.42236,0.0148781,2.22E-07,2.48E-07,1.20E-07
159,-7262.79734,-2779.52607,-1553.12506,-1468.4501,0.017906,2.22E-07,2.47E-07,1.21E-07
160,-7263.4221,-2773.5714,-1517.13985,-1440.25733,0.0208353,2.24E-07,2.49E-07,1.23E-07
