Order,H_,C_R,N_R,O_R,O_2,O_3_f,P_3+q,C_2,C_3,Cl,O_2_z,S_R,N_3,N_2,C_1,F_,Br,N_1
1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,20.41782229,20.41782229,17.01485191,3.402970382,3.402970382,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,11.23394183,22.46788366,3.209697666,1.604848833,12.83879066,1.604848833,0,0,0,0,1.604848833,0,0,0,0,0,0,0
1255,27.97531465,6.993828662,0,9.325104883,4.662552442,0,0,0,13.98765732,0,0,0,0,0,0,0,0,0
1256,37.07787684,16.22157112,0,2.317367303,2.317367303,0,0,0,12.16617834,0,0,0,4.634734605,0,0,0,0,0
1257,12.95836665,25.9167333,0,10.79863887,2.159727775,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,13.06245456,26.12490911,0,10.8853788,2.177075759,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,16.93010806,24.18586866,4.837173732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,24.37669947,38.30624202,0,0,17.41192819,0,0,0,3.482385638,0,0,0,0,0,0,0,0,0
1261,11.56500285,9.252002279,0,0,18.50400456,2.31300057,0,9.252002279,0,0,0,0,0,0,0,0,0,0
1262,22.78041822,14.49662978,2.070947111,0,10.35473555,0,0,4.141894222,6.212841332,0,0,0,0,0,0,0,0,0
1263,13.66582478,21.86531964,0,0,13.66582478,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,13.4080517,26.81610339,1.915435957,3.830871913,3.830871913,0,0,0,0,0,0,0,0,1.915435957,0,0,0,0
1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,14.92993731,14.92993731,22.39490597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,25.86670129,29.10003895,3.233337661,0,9.700012984,0,0,0,4.041672076,0,0,0,0,0,0,0,0,0
1268,8.194476653,20.48619163,0,1.024309582,7.170167071,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,14.16603245,16.18975137,2.023718921,0,0,0,0,4.047437843,0,0,0,0,0,4.047437843,4.047437843,0,0,0
1270,12.43334834,16.57779779,2.072224724,0,0,0,0,2.072224724,0,0,0,0,0,0,6.216674171,0,0,4.144449447
1271,16.24469628,24.36704442,4.06117407,4.06117407,4.06117407,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,6.73287891,22.4429297,0,0,17.95434376,2.24429297,0,0,0,0,0,0,0,0,0,0,0,0
1273,23.86309114,0,0,0,0,0,0,0,8.522532552,0,0,0,3.409013021,5.113519531,6.818026041,0,0,1.70450651
1274,24.90264932,0,0,0,0,0,0,0,9.684363624,0,0,0,2.766961036,5.533922071,5.533922071,0,0,0
1275,10.58127761,31.74383284,2.645319403,0,7.93595821,0,0,0,0,0,0,0,0,0,0,10.58127761,0,0
1276,10.55591836,31.66775507,2.638979589,0,7.916938768,0,0,0,0,0,0,0,0,0,0,10.55591836,0,0
1277,18.84382032,6.281273441,0,0,12.56254688,0,0,0,15.7031836,0,0,0,0,0,0,0,0,0
1278,9.807968758,12.61024555,0,0,9.807968758,0,0,0,2.802276788,0,0,0,1.401138394,0,0,0,0,0
1279,6.901032726,12.42185891,0,0,8.971342544,0,0,0.690103273,0.690103273,0,0,0,0.690103273,0.690103273,0,0,0,0
1280,4.742356823,23.71178412,9.484713646,14.22707047,4.742356823,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,14.40121561,14.40121561,0,0,28.80243122,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,14.35330802,14.35330802,0,0,28.70661603,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,14.26705035,14.26705035,0,0,28.53410071,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,14.86734746,14.86734746,0,0,29.73469492,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,7.676691236,23.03007371,0,15.35338247,0,0,0,0,0,0,0,3.838345618,0,0,0,0,0,0
1286,15.04234302,15.04234302,0,0,30.08468604,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,14.74627198,14.74627198,0,0,29.49254396,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,14.92348945,14.92348945,0,0,29.84697889,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,10.6953135,15.27901928,0,0,4.583705785,0,0,0,1.527901928,0,0,0,0,0,0,0,0,0
1290,9.720766031,20.83021292,2.777361723,3.471702154,2.083021292,0,0,0,0,0,0,0.694340431,0,0,0,0,0,0
1291,22.41868728,22.41868728,4.483737455,0,0,0,0,4.483737455,0,0,0,0,2.241868728,13.45121237,0,0,0,2.241868728
1292,18.87167284,21.5676261,2.695953263,0.898651088,4.493255438,0,0,0,2.695953263,0,0,0,0,0,0,0,0,0
1293,10.96654438,10.96654438,0,5.483272192,16.44981657,0,0,0,10.96654438,0,0,0,0,0,0,0,0,0
1294,12.70469801,9.528523505,0,3.176174502,15.88087251,0,0,0,9.528523505,0,0,0,0,0,0,0,0,0
1295,21.90468995,12.1692722,4.867708878,0,0,0,0,0,12.1692722,0,0,0,0,0,0,0,0,0
1296,22.77758371,12.65421317,5.061685269,0,0,0,0,0,12.65421317,2.530842634,0,0,0,0,0,0,0,0
1297,17.62567548,26.43851322,0,0,13.21925661,4.406418871,0,0,0,0,0,0,0,0,0,0,0,0
1298,16.02696601,24.04044902,4.006741504,0,8.013483007,0,0,0,0,0,0,0,0,0,0,8.013483007,0,0
1299,5.064477434,21.94606888,0,3.376318289,16.88159145,0,0,0,0,0,0,0,0,0,3.376318289,0,0,0
1300,21.18551158,29.90895752,0,2.492413127,12.46206563,0,0,1.246206563,2.492413127,0,0,0,0,0,0,0,0,0
1301,20.93934423,29.56142715,0,2.463452263,12.31726131,0,0,1.231726131,2.463452263,0,0,0,0,0,0,0,0,0
1302,6.081917156,24.32766863,0,0,24.32766863,6.081917156,0,0,0,0,0,0,0,0,0,0,0,0
1303,6.052669199,24.2106768,0,0,24.2106768,6.052669199,0,0,0,0,0,0,0,0,0,0,0,0
1304,5.57839686,16.73519058,0,2.231358744,10.04111435,0,0,0,0,0,1.115679372,0,0,0,0,0,0,0
1305,5.32557514,15.97672542,0,0.887595857,9.763554424,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,19.28568933,29.67029128,7.41757282,0,5.934058256,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,14.18974782,25.10493845,8.732152503,0,4.366076251,0,0,0,0,0,0,1.637278594,0,0,0,0,0,0
1308,14.62443147,14.62443147,0,0,29.24886294,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,16.01257783,24.74671119,1.455688894,0,5.822755574,0,0,1.455688894,0,0,0,0,0,0,0,0,0,0
1310,26.58504452,34.56055788,7.975513356,0,7.975513356,0,0,0,2.658504452,0,0,0,0,0,0,0,0,0
1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,23.32288663,32.65204129,4.664577327,3.109718218,6.219436436,0,0,0,3.109718218,0,0,0,0,0,0,0,0,0
1313,24.30216758,34.02303461,3.24028901,3.24028901,4.860433515,0,0,0,1.620144505,0,0,0,0,3.24028901,0,0,0,0
1314,17.5934129,27.85623709,8.796706448,0,5.864470966,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,6.303231789,17.85915673,0,2.101077263,10.50538631,0,0,0,0,0,0,0,0,0,1.050538631,0,0,0
1317,6.330817173,17.93731532,0,0,12.66163435,0,0,0,0,0,0,0,0,0,1.055136196,0,0,0
1318,8.0251749,16.0503498,1.851963438,0,7.407853754,0,0,0,0,0,1.234642292,0,1.851963438,0,0,0,0,0
1319,13.21872744,23.13277302,9.914045581,0,6.609363721,3.30468186,0,0,0,0,0,0,0,0,0,0,0,0
1320,5.135342916,15.40602875,0,0,10.27068583,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,18.51406739,0,0,0,13.22433385,0,5.28973354,0,7.93460031,0,0,0,2.64486677,0,0,0,0,0
1322,13.23187534,23.15578184,9.923906503,0,6.615937669,3.307968834,0,0,0,0,0,0,0,0,0,0,0,0
1323,0,24.74607124,0,1.546629453,10.82640617,0,0,0,0,0,0,0,0,0,0,12.37303562,0,0
1324,27.94634314,0,0,0,9.315447714,0,0,2.328861929,9.315447714,0,0,0,0,0,6.986585786,0,0,6.986585786
1325,20.08826066,20.08826066,2.232028962,5.101780485,6.058364326,0,0,0,4.464057924,0,0,0,0,0,0,0,0,0
1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,14.69777533,14.69777533,1.837221916,1.837221916,9.18610958,1.837221916,0,0,5.511665748,0,0,0,0,0,0,0,0,0
1328,0,8.245379148,0,8.245379148,12.36806872,0,0,0,0,0,0,0,0,0,8.245379148,0,0,0
1329,0,0,0,0,0,0,0,0,0,0,0,0,0,8.135863819,8.135863819,0,0,0
1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,21.48598903,25.06698721,0,0.895249543,9.847744974,0,0,0,4.476247715,0,0,0,0,0,0,0,0,0
1332,9.948065448,9.948065448,4.974032724,0,0,0,0,0,0,0,0,0,0,9.948065448,9.948065448,0,0,0
1333,4.336382858,11.56368762,0,0,5.78184381,0,0,0,0,0,0,0,0,0,2.890921905,0,0,0
1334,12.19223594,24.38447188,7.315341565,4.876894376,4.876894376,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,14.30743931,30.65879853,0,10.21959951,4.087839804,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,14.29554802,30.63331718,0,10.21110573,4.08444229,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,18.41718351,30.69530585,0,10.23176862,6.13906117,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,18.20816996,30.34694993,0,10.11564998,6.069389985,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,14.12494579,30.26774097,0,10.08924699,4.035698796,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,14.55520878,23.28833405,0,0,14.55520878,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,14.46055438,23.136887,0,0,14.46055438,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,14.16473406,22.6635745,0,0,14.16473406,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,7.738739779,23.21621934,0,12.89789963,2.579579926,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,7.944299606,23.83289882,0,15.88859921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,7.931887988,23.79566396,0,10.57585065,5.287925325,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,11.44591116,22.89182231,0,0,14.30738895,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,10.04272826,20.08545651,0,0,12.55341032,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,26.29795643,35.06394191,7.304987898,0,5.843990318,0,0,0,0,1.46099758,0,0,1.46099758,0,0,0,0,0
1349,26.28530547,35.04707396,7.301473742,0,2.920589497,0,0,0,0,0.730147374,0,0,1.460294748,0,0,0,0,0
1350,26.53005592,35.37340789,7.369459977,0,2.947783991,0,0,0,0,0.736945998,0,0,1.473891995,0,0,0,0,0
1351,5.553718641,11.10743728,0,0,5.553718641,0.462809887,0,0,0,0,0,0,0,0,0,0,0,0
1352,5.533355424,11.06671085,0,0,5.533355424,0.461112952,0,0,0,0,0,0,0,0,0,0,0,0
1353,5.533355424,11.06671085,0,0,5.533355424,0.461112952,0,0,0,0,0,0,0,0,0,0,0,0
1354,13.04259301,14.67291713,0,0,11.41226888,0,0,0,3.260648252,0,0,0,0,0,0,0,0,0
1355,12.98602665,14.60927998,0,0,11.36277331,0,0,0,3.246506661,0,0,0,0,0,0,0,0,0
1356,12.94993391,22.1998867,5.549971676,3.699981117,7.399962234,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,12.58032094,21.56626447,5.391566118,3.594377412,7.188754824,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,12.58080296,21.56709079,5.391772699,3.594515132,7.189030265,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,12.50088032,21.43008056,5.357520139,3.571680093,7.143360186,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,12.58053002,22.01592754,0,6.290265012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,12.57821271,22.01187224,0,6.289106356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,12.51998978,21.90998212,0,0,6.259994892,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,21.32575086,25.59090104,8.530300345,4.265150173,4.265150173,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,2.485532161,9.942128646,27.34085378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,12.89902343,14.51140136,0,0,11.2866455,0,0,0,3.224755858,0,0,0,0,0,0,0,0,0
1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,6.5894461,19.7683383,0,13.1788922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,6.637796797,19.91339039,0,13.27559359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,6.701961876,20.10588563,0,13.40392375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,6.600171993,19.80051598,0,0,13.20034399,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,19.67034818,32.18784248,3.576426942,1.788213471,6.258747149,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,3.913081296,11.73924389,0,0,7.826162593,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,4.18800533,12.56401599,0,0,8.376010661,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,3.972961751,11.91888525,0,0,7.945923501,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,14.17521854,26.32540586,2.02503122,2.02503122,6.075093661,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,23.73447938,22.15218076,0,0,8.70264244,0,0,0,5.538045189,0,0,0,0,0,0,0,0,0
1380,9.633220219,22.47751384,3.211073406,12.84429362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,9.469708695,22.09598696,3.156569565,0,12.62627826,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,10.65345785,24.85806833,3.551152618,7.102305236,7.102305236,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,10.56819739,24.65912724,3.522732463,0,14.09092985,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,10.10393119,20.20786239,0,0,12.62991399,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,10.13090418,20.26180836,0,0,12.66363023,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,8.373807616,15.07285371,1.674761523,1.674761523,5.30341149,0,0,0,0,0,0.279126921,0,0,0,0,0,0,0
1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,18.92457567,26.49440594,3.784915134,3.784915134,11.3547454,3.784915134,0,0,0,0,0,0,0,0,0,0,0,0
1389,9.837580448,12.29697556,2.459395112,0,0,0,0,0,0,0,0,0,0,9.837580448,12.29697556,0,0,2.459395112
1390,38.47562473,7.695124947,0,0,15.39024989,0,0,0,23.08537484,0,0,0,0,0,0,0,0,0
1391,0,0,0,0,0,0,0,0,0,0,0,0,0,10.21108342,20.42216684,0,0,0
1392,25.45725209,23.42067192,4.073160334,2.036580167,4.073160334,0,0,0,6.109740501,0,0,0,0,0,0,0,0,0
1393,13.05317794,19.5797669,6.526588968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,11.03714953,17.65943925,2.207429906,7.358099688,1.471619938,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,5.265821277,15.79746383,0,0,10.53164255,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,5.256325598,15.76897679,0,0,10.5126512,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,5.262851337,15.78855401,0,0,10.52570267,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,18.77088502,24.40215052,3.754177003,1.877088502,3.754177003,0,0,0,1.877088502,0,0,0.938544251,0,0,0,0,0,0
1399,27.24715528,0,0,0,0,0,0,0,10.21768323,0,0,0,3.40589441,6.81178882,10.21768323,0,0,0
1400,39.45716639,0,0,0,1.793507563,0,0,0,14.34806051,0,0,0,0,1.793507563,0,0,0,0
1401,5.268708579,15.80612574,0,0,10.53741716,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,20.99268884,29.98955549,5.997911098,2.998955549,2.998955549,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,16.25630483,32.51260966,0,0,10.83753655,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,9.324514872,16.31790103,0,0,4.662257436,0,0,0,0.58278218,0,0,0,0,0,0,0,0,0
1405,12.9043681,25.8087362,0,11.29132209,1.613046013,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,12.3511341,24.70226819,0,12.3511341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,12.03182539,24.06365078,0,12.03182539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,12.07342368,24.14684736,0,12.07342368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,12.08598887,24.17197773,0,12.08598887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,15.45070142,23.17605212,7.725350708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,22.6978256,7.565941867,0,7.565941867,22.6978256,0,0,0,15.13188373,0,0,0,0,0,0,0,0,0
1412,38.25475542,0,0,0,0,0,0,0,15.30190217,0,0,0,7.650951084,2.550317028,5.100634056,0,0,2.550317028
1413,27.19153011,19.42252151,3.884504302,0,5.826756453,0,0,0,5.826756453,0,0,0,0,0,0,0,0,0
1414,14.82200195,14.82200195,7.411000973,0,7.411000973,0,0,0,1.852750243,1.852750243,0,0,0,0,0,0,0,0
1415,0,0,0,0,0,0,0,0,0,0,0,0,0,9.347596191,9.347596191,0,0,0
1416,21.46296277,37.56018485,0,10.73148138,2.682870346,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,21.46296277,37.56018485,0,10.73148138,2.682870346,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,6.203575045,12.40715009,12.40715009,0,0,0,0,0,0,1.550893761,0,0,0,0,0,0,0,0
1419,3.643946074,10.93183822,10.93183822,0,0,0,0,0,0,0,0,0,3.643946074,18.21973037,10.93183822,0,0,0
1420,3.679662887,11.03898866,11.03898866,0,0,0,0,0,0,0,0,0,0,22.07797732,11.03898866,0,0,0
1421,3.701150304,11.10345091,11.10345091,0,0,0,0,0,0,0,0,0,0,22.20690182,11.10345091,0,0,0
1422,3.406433787,10.21930136,10.21930136,0,0,0,0,0,0,0,0,0,0,20.43860272,10.21930136,0,0,0
1423,11.6178642,21.9448546,1.2908738,0,9.0361166,0,0,0,0,0,0,0,0,1.2908738,0,0,0,0
1424,7.957816231,21.59978691,0,1.13683089,7.957816231,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,7.607567029,22.82270109,0,0,15.21513406,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,3.623121177,10.86936353,14.49248471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,3.378191391,10.13457417,13.51276556,0,0,0,0,0,0,2.252127594,0,0,0,0,0,0,0,0
1430,28.61133512,30.51875746,5.722267024,0,9.537111707,0,0,0,3.814844683,0,0,0,0,0,0,0,0,0
1431,4.930800307,9.861600614,4.930800307,0,0,0,0,0,0,0,0,0,0,6.574400409,9.861600614,0,0,3.287200205
1432,12.5315661,18.79734915,6.265783049,18.79734915,0,0,0,0,3.132891524,0,0,0,0,0,0,0,0,0
1433,12.51516995,18.77275492,6.257584974,18.77275492,0,0,0,0,3.128792487,0,0,0,0,0,0,0,0,0
1434,12.49379866,18.74069799,6.246899329,18.74069799,0,0,0,0,3.123449664,0,0,0,0,0,0,0,0,0
1435,14.78968638,19.71958184,13.55721251,1.232473865,1.232473865,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,18.15363869,24.20485159,4.034141931,2.017070966,8.068283862,0,0,0,2.521338707,0,0,0,0,0,0,0,0,0
1437,20.81992717,25.44657765,16.19327669,2.313325241,2.313325241,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,12.40532309,16.54043079,0,0.689184616,7.581030777,0.689184616,0,0,4.135107697,0,0,4.135107697,0,0,0,0,0,0
1439,19.3377246,24.86278878,5.525064172,0,5.525064172,0,0,0,2.762532086,0,0,2.762532086,0,0,0,0,0,0
1440,19.41133421,25.88177894,0,0,12.94088947,0,0,0,3.235222368,0,0,0,0,0,0,0,0,0
1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,14.88840145,14.88840145,0,0,29.77680291,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,14.88725665,14.88725665,0,0,29.7745133,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,14.06034835,14.06034835,0,0,28.12069669,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,21.58977342,32.38466013,5.397443356,2.698721678,5.397443356,0,0,0,0,0,0,1.349360839,0,0,0,0,0,0
1447,15.26950312,15.26950312,0,0,30.53900624,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,14.63084689,14.63084689,0,0,29.26169378,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,15.33608172,15.33608172,0,0,30.67216345,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,14.68321469,14.68321469,0,0,29.36642939,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,20.83561705,32.41095986,4.630137123,6.945205684,2.315068561,0,0,0,2.315068561,0,0,0,0,0,0,0,0,0
1452,18.80437678,18.80437678,3.134062797,3.134062797,3.134062797,0,0,6.268125594,0,0,0,0,0,0,0,0,0,0
1453,21.04551968,32.52489406,1.913229062,1.913229062,9.56614531,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,23.90298179,35.85447269,3.983830299,3.983830299,3.983830299,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,18.9533866,9.4766933,4.73834665,4.73834665,9.4766933,0,0,0,9.4766933,0,0,0,0,0,0,0,0,0
1457,17.14207516,8.571037581,4.28551879,4.28551879,8.571037581,0,0,0,8.571037581,0,0,0,0,0,0,0,0,0
1458,8.961747019,20.16393079,0,2.240436755,11.20218377,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,24.4299311,24.4299311,4.580612081,1.526870694,4.580612081,0.763435347,0,0,3.817176734,0,0,0,0,0,0,0,0,0
1460,21.48368528,42.96737056,0,0,14.32245685,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,28.32850624,31.86956952,0,0,10.62318984,0,0,0,3.54106328,0,0,0,1.77053164,0,0,0,0,0
1462,11.57669775,21.86709575,0,0,5.145199001,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,12.95588992,12.95588992,12.95588992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,24.12150267,14.4729016,9.648601067,0,0,0,0,0,4.824300534,0,0,0,0,0,0,0,0,0
1465,19.17772603,24.93104384,1.917772603,0,7.671090411,0,0,0,1.917772603,0,0,0,1.917772603,0,0,0,0,0
1466,17.67913711,25.53653138,1.964348567,0,7.85739427,0,0,0,0.982174284,0,0,0,1.964348567,0,0.982174284,0,0,0
1467,15.71359002,29.18238146,2.244798574,1.122399287,7.856795009,0,0,0,0,0,0,0,0,2.244798574,0,0,0,0
1468,20.39229682,29.45553985,2.265810757,0,9.06324303,0,0,0,4.531621515,0,0,0,0,0,0,0,0,0
1469,7.995271488,17.13272462,0,0,6.853089846,0.571090821,0,0,0,0,0,0,0,0,2.284363282,0,0,0
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21173874,8.21173874,0,0,0
1471,12.87534812,25.75069624,0,12.160051,0.715297118,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,12.84621505,25.69243011,0,12.13253644,0.713678614,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,12.96002243,25.92004487,0,12.24002119,0.720001246,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,26.00248015,30.33622684,0,0,4.333746691,0,0,0,8.667493382,0,0,0,1.083436673,0,0,0,0,0
1475,7.432166338,22.29649901,0,4.954777558,14.86433268,1.23869439,0,0,0,0,4.954777558,0,0,0,0,0,0,0
1476,15.98648114,13.70269812,0,0,2.28378302,0,0,4.56756604,2.28378302,0,0,0,0,4.56756604,4.56756604,6.85134906,0,0
1477,19.40959478,29.11439216,4.852398694,0,9.704797388,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,24.98880393,31.23600492,6.247200984,0,3.123600492,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,0,17.92790636,4.481976591,17.92790636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,0,17.82106611,4.455266528,17.82106611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,20.44681974,20.44681974,0,8.178727895,8.178727895,0,0,0,0,0,0,0,4.089363947,0,0,0,0,0
1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,11.56425792,24.57404808,0,0,15.90085464,0,0,0,0,0,1.44553224,0,0,0,0,0,0,0
1484,11.52727263,18.44363621,0,1.152727263,10.37454537,0,0,0,2.305454526,0,0,0,0,0,0,0,0,0
1485,15.49403994,20.65871991,0,0,15.49403994,0,0,0,2.582339989,0,1.291169995,0,0,0,0,0,0,0
1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,15.67620154,11.75715115,0,7.838100768,3.919050384,0,0,0,5.878575576,0,0,0,0,0,0,0,0,0
1488,14.89833976,26.07209459,0,6.207641568,1.241528314,0,1.241528314,0,0,0,0,0,0,0,0,0,0,0
1489,14.95693059,26.17462853,0,6.232054413,1.246410883,0,1.246410883,0,0,0,0,0,0,0,0,0,0,0
1490,9.490975761,20.3378052,0,0,8.135122081,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,13.45135786,0,0,0,15.1327776,0,0,0,6.725678931,0,10.0885184,0,0,3.362839466,0,0,0,0
1496,11.85483897,5.927419486,29.63709743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,6.811079236,22.70359745,0,0,18.16287796,2.270359745,0,0,0,0,0,0,0,0,0,0,0,0
1498,5.683842316,11.36768463,0,0,5.683842316,0.473653526,0,0,0,0,0,0,0,0,0,0,0,0
1499,29.75411431,13.63730239,2.479509526,0,2.479509526,0.619877381,0,0,12.39754763,0,0,0,0,0,0,0,0,0
1500,11.28160767,18.80267946,7.521071783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,10.82365455,18.03942425,7.2157697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,14.85603259,24.76005432,9.904021727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
