Order,H_,C_R,N_R,O_R,O_2,O_3_f,P_3+q,C_2,C_3,Cl,O_2_z,S_R,N_3,N_2,C_1,F_,Br,N_1
501,21.99356359,35.52806426,11.84268809,1.691812584,5.075437752,0,0,0,0,0,0,0,0,0,0,0,0,0
502,14.05031444,21.07547165,14.05031444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,12.80485228,19.20727843,12.80485228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,16.29080425,24.43620637,16.29080425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,11.18070818,20.96382784,0,6.987942612,1.397588522,0,0,1.397588522,0,0,0,0,0,1.397588522,0,0,0,0
508,11.44287575,21.45539202,0,7.151797341,1.430359468,0,0,1.430359468,0,0,0,0,0,1.430359468,0,0,0,0
509,12.25798483,22.98372155,0,7.661240517,1.532248103,0,0,1.532248103,0,0,0,0,0,1.532248103,0,0,0,0
510,13.13659356,24.63111292,0,8.210370975,1.642074195,0,0,1.642074195,0,0,0,0,0,1.642074195,0,0,0,0
511,11.85816182,22.23405342,0,7.411351139,1.482270228,0,0,1.482270228,0,0,0,0,0,1.482270228,0,0,0,0
512,12.40369372,23.25692573,0,7.752308578,1.550461716,0,0,1.550461716,0,0,0,0,0,1.550461716,0,0,0,0
513,15.55005208,26.43508854,4.665015625,7.775026041,1.555005208,0,0,1.555005208,0,0,0,0,0,1.555005208,0,0,0,1.555005208
514,11.73560834,22.00426564,0,7.334755215,1.466951043,0,0,1.466951043,0,0,0,0,0,1.466951043,0,0,0,0
515,17.7222789,27.26504446,1.363252223,6.816261116,1.363252223,0,0,1.363252223,0,0,0,0,0,1.363252223,0,0,0,0
516,11.55062904,21.65742945,0,7.219143148,1.44382863,0,0,1.44382863,0,0,0,0,0,1.44382863,0,0,0,0
517,14.67297114,25.23751036,0,8.216863838,0,0,1.173837691,0,0,0,0,0,0,0,0,0,0,0
518,26.11916311,23.81453107,5.377474757,2.304632039,4.609264077,0,0,0,4.609264077,0,0,0,0,0,0.76821068,0,0,0
519,16.60917728,8.304588639,0,8.304588639,12.45688296,0,0,0,8.304588639,0,0,0,0,0,0,0,0,0
520,8.614941927,22.97317847,0,0,11.48658924,0,0,0,0,0,0,0,0,0,0,0,0,0
521,24.97087754,29.13269046,0,2.080906461,7.283172615,0,0,0,4.161812923,0,0,0,0,0,0,0,0,0
522,15.90197437,18.28727053,1.590197437,0,3.180394875,0,0,0,1.590197437,0,0,0,0,0,0.795098719,0,0,0
523,4.397035195,20.51949758,0,13.19110559,4.397035195,0,0,0,0,0,0,0,0,0,1.465678398,0,0,0
524,21.58617861,30.22065005,6.475853583,4.317235722,10.7930893,0,0,0,0,0,2.158617861,0,2.158617861,0,0,0,0,0
525,19.18143093,0,0,0,0,0,0,7.672572374,3.836286187,0,0,0,3.836286187,7.672572374,7.672572374,0,0,0
526,31.12346967,0,0,0,0,0,0,0,11.67130113,0,0,0,3.890433709,7.780867418,7.780867418,0,0,0
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,14.04038091,21.97624838,0,0.610451344,5.494062096,0,0,0,2.441805376,1.220902688,0,0,0,0,0,0,0,0
529,11.01810949,0,0,0,0,0,5.509054747,0,5.509054747,0,0,0,0,0,0,0,0,0
530,11.31554825,0,0,0,0,0,5.657774126,0,5.657774126,0,0,0,0,0,0,0,0,0
531,11.57462833,0,0,0,0,0,5.787314164,0,5.787314164,0,0,0,0,0,0,0,0,0
532,11.31554825,0,0,0,0,0,5.657774126,0,5.657774126,0,0,0,0,0,0,0,0,0
533,11.54645775,0,0,0,0,0,5.773228876,0,5.773228876,0,0,0,0,0,0,0,0,0
534,10.93529388,0,0,0,0,0,5.467646938,0,5.467646938,0,0,0,0,0,0,0,0,0
535,11.14719501,0,0,0,0,0,5.573597503,0,5.573597503,0,0,0,0,0,0,0,0,0
536,15.63637785,0,0,0,2.606062976,0,5.212125951,0,5.212125951,0,0,0,0,0,0,0,0,0
537,28.05342592,28.05342592,4.675570986,2.337785493,7.013356479,0,0,2.337785493,4.675570986,0,0,0,0,0,0,0,0,0
538,9.316463066,13.9746946,13.9746946,9.316463066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,12.91896923,19.37845385,19.37845385,12.91896923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,17.23467869,5.744892896,8.617339344,0,0,0,0,0,5.744892896,0,0,0,0,0,0,0,0,0
541,15.58354838,27.27120966,0,3.895887095,3.895887095,0,0,0,5.843830642,0,0,0,0,0,0,11.68766128,0,0
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,20.68612859,12.72992529,1.591240661,1.591240661,7.956203304,0,0,0,9.547443965,0,0,0,0,0,0,0,0,0
546,19.84553494,11.34030568,1.41753821,1.41753821,7.087691051,0,0,1.41753821,8.505229262,0,0,0,0,0,0,0,0,0
547,15.917765,11.57655636,1.447069545,1.447069545,7.235347725,0,0,5.78827818,4.341208635,0,0,0,0,0,0,0,0,0
548,3.682043227,14.72817291,7.364086454,0,7.364086454,0,0,0,0,0,0,0,0,0,0,0,0,0
549,9.539976745,9.539976745,0,19.07995349,0,0,0,0,9.539976745,0,0,0,0,0,0,0,0,0
550,21.25479595,7.084931982,0,3.542465991,10.62739797,7.084931982,0,0,7.084931982,0,0,0,0,0,0,0,0,0
551,0,0,0,0,0,0,8.770724308,0,0,0,0,0,0,0,0,0,0,0
552,0,0,0,0,0,0,8.563872749,0,0,0,0,0,0,0,0,0,0,0
553,18.94005763,23.67507203,4.735014406,0,1.578338135,0,0,0,0,0,0,0,1.578338135,0,0,0,0,0
554,20.13599547,32.94981076,3.661090085,3.661090085,3.661090085,0,0,0,2.745817564,0,0,0,0,0,0,5.491635127,0,0
555,9.050797218,13.57619583,11.31349652,0,0,0,0,0,0,3.394048957,0,0,0,0,0,0,0,0
556,0,6.457264517,0,0,12.91452903,0,0,0,0,0,0,0,0,0,0,0,0,0
557,37.22507618,0,0,0,0,0,0,0,18.61253809,0,0,0,6.204179363,0,0,0,0,0
558,20.84013027,10.083934,6.722622667,0,0,0,0,1.344524533,4.705835867,0,0,0,1.344524533,0,0,0,0,0
559,8.125456106,12.18818416,12.18818416,8.125456106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,18.53280737,23.16600921,4.633201841,0,0,0,0,0,0,2.779921105,0,0,0,0,0,0,0,0
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,12.99168219,24.3594041,1.623960273,0,6.495841093,0,0,0,0,0,0,3.247920547,0,0,0,0,0,0
563,18.47071593,34.63259237,2.308839491,0,9.235357965,0,0,0,0,0,0,4.617678983,0,0,0,0,0,0
564,18.69357616,35.0504553,2.33669702,0,9.346788081,0,0,0,0,0,0,4.673394041,0,0,0,0,0,0
565,13.10628338,24.57428135,1.638285423,0,6.553141692,0,0,0,0,0,0,3.276570846,0,0,0,0,0,0
566,13.67578862,21.88126179,0,0,13.67578862,0,0,0,0,0,0,0,0,0,0,0,0,0
567,13.34263436,21.34821498,0,0,13.34263436,0,0,0,0,0,0,0,0,0,0,0,0,0
568,5.164017248,7.746025871,5.164017248,0,0,0,0,0,0,0,0,0,0,0,5.164017248,0,0,0
569,15.57082302,27.24894029,0,0,8.434195803,0,1.297568585,0,0,0,0,0,0,0,0,0,0,0
570,8.342673974,22.2471306,0,0,13.90445662,0,0,0,0,0,0,0,0,0,0,0,0,0
571,41.52659532,17.79711228,11.86474152,0,0,0,0,0,11.86474152,0,0,0,0,2.96618538,2.96618538,0,0,0
572,41.58552603,17.8223683,11.88157887,0,0,0,0,0,11.88157887,0,0,0,0,2.970394716,2.970394716,0,0,0
573,41.44373214,17.76159949,11.84106632,0,0,0,0,0,11.84106632,0,0,0,0,2.960266581,2.960266581,0,0,0
574,41.08702356,17.60872438,11.73914959,0,0,0,0,0,11.73914959,0,0,0,0,2.934787397,2.934787397,0,0,0
575,40.53667213,17.37285949,11.58190632,0,0,0,0,0,11.58190632,0,0,0,0,2.895476581,2.895476581,0,0,0
576,37.83577467,17.46266523,11.64177682,0,0,0,0,0,11.64177682,0,0,0,0,2.910444206,2.910444206,0,0,0
577,12.62393144,22.09188002,3.15598286,1.57799143,6.31196572,0,0,0,0,0,0,0,0,0,0,0,0,0
578,25.83191121,10.33276448,0,10.33276448,10.33276448,0,0,0,10.33276448,0,0,0,5.166382242,0,0,0,0,0
579,27.22150875,10.8886035,0,16.33290525,5.444301749,0,0,0,10.8886035,0,0,0,5.444301749,0,0,0,0,0
580,0,20.21050573,0,20.21050573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,0,20.28220186,0,20.28220186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,4.688446362,14.06533909,0,7.81407727,1.562815454,0,0,0,0,0,0,2.344223181,0,0,0,0,0,0
583,4.602815067,13.8084452,0,7.671358446,1.534271689,0,0,0,0,0,0,2.301407534,0,0,0,0,0,0
584,4.647892919,13.94367876,0,7.746488199,1.54929764,0,0,0,0,0,0,2.32394646,0,0,0,0,0,0
585,18.60238225,31.88979815,2.657483179,0,10.62993272,0,0,0,0,0,0,0,0,0,0,0,0,0
586,27.61081445,13.80540723,10.35405542,0,3.451351807,0,0,0,3.451351807,0,0,0,0,0,0,0,0,0
587,31.05778862,26.77395571,2.141916457,2.141916457,5.354791142,0,0,0,7.496707598,0,0,0,2.141916457,0,0,0,0,0
588,30.27912227,16.51588487,2.752647479,0,8.257942436,0,0,0,8.257942436,2.752647479,0,0,2.752647479,0,0,0,0,0
589,10.47529644,10.47529644,13.96706192,0,6.983530962,0,0,6.983530962,0,3.491765481,0,0,0,0,0,0,0,0
590,4.270025114,21.35012557,0,17.08010045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,4.293825826,21.46912913,0,17.1753033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,0,16.86039773,0,16.86039773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,0,16.93963989,0,16.93963989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,17.26321005,28.48429658,0.863160502,0,8.631605024,0,0,0,0,0,0,0,0,0,0,0,0,0
595,19.58188022,31.82055535,1.223867514,0,7.343205082,0,0,0,0,0,0,0,0,0,0,0,0,0
596,20.28778389,31.88080325,4.347382261,1.44912742,1.44912742,0,0,0,0,0,0,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,14.95343563,14.95343563,0,0,29.90687126,0,0,0,0,0,0,0,0,0,0,0,0,0
599,13.78604666,13.78604666,0,0,27.57209332,0,0,0,0,0,0,0,0,0,0,0,0,0
600,12.11504705,25.57621045,9.422814375,2.692232679,5.384465357,0,0,0,0,0,0,0,0,0,0,0,0,0
601,11.45948554,24.19224725,8.912933198,1.273276171,6.366380856,0,0,0,0,0,0,0,0,0,0,0,0,0
602,15.36756043,19.20945054,0,0,4.802362636,0,0,0,1.920945054,0,0.960472527,0,0,0,0,0,0,0
603,31.78239723,30.55999734,1.222399894,0,4.889599574,0,0,0,6.111999468,0,0,0,1.222399894,0,0,0,0,0
604,5.48386783,10.96773566,0,0,5.48386783,0.456988986,0,0,0,0,0,0,0,0,0,0,0,0
605,10.8686654,21.73733081,0,0,10.8686654,0.905722117,0,0,0,0,0,0,0,0,0,0,0,0
606,10.94271223,21.88542445,0,0,10.94271223,0.911892686,0,0,0,0,0,0,0,0,0,0,0,0
607,36.76388399,0,0,0,0,0,0,0,12.72595984,0,0,0,6.362979921,5.655982152,8.483973228,0,0,2.827991076
608,15.4705269,15.4705269,10.3136846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,14.84098548,14.84098548,9.893990322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,20.67751957,20.67751957,13.78501305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,6.882139262,13.76427852,6.882139262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,20.26161476,22.64533414,1.191859692,0,7.15115815,0,0,1.191859692,2.979649229,0,0,0,0,0,0,0,0,0
613,19.2750656,23.13007873,15.42005248,3.855013121,3.855013121,0,0,0,0,0,0,0,0,0,0,0,0,0
614,6.660656971,17.76175192,0,0,8.880875962,0,0,0,0,0,0,0,0,0,0,0,0,0
615,15.07603355,20.72954613,1.884504194,0,0,0,0,1.884504194,1.884504194,0,0,0,0,3.769008387,7.538016775,0,0,3.769008387
616,5.845488898,5.845488898,2.922744449,0,0,0,0,0,0,0,0,0,0,8.768233347,11.6909778,0,0,2.922744449
617,13.08238671,26.16477341,0,0,13.08238671,0,0,0,0,0,0,0,0,0,0,0,0,0
618,8.776832942,17.55366588,0,0,8.776832942,0,0,0,1.097104118,0,0,0,0,0,0,0,0,0
619,0,10.42475411,0,15.63713117,5.212377056,0,0,0,0,0,0,0,5.212377056,0,10.42475411,0,0,0
620,6.183413548,18.55024065,0,0,16.83262577,0,0,0,0,0,0.343522975,0,0,0,0,0,0,0
621,19.95592838,15.52127763,2.217325375,2.217325375,6.651976125,0,0,0,6.651976125,0,0,0,4.43465075,0,0,0,0,0
622,13.22231,15.42602833,2.203718333,3.3055775,5.509295833,0,0,0,3.3055775,0,0,0,2.203718333,0,0,0,0,0
623,12.03191224,20.62613527,3.437689212,3.437689212,3.437689212,0,0,0,0,0,0,0,0,0,0,0,0,0
624,7.239127516,21.71738255,0,13.27173378,1.206521253,0,0,0,0,0,0,3.619563758,0,0,0,0,0,0
625,6.923028113,20.76908434,0,2.307676038,11.53838019,0,0,0,0,0,0,0,0,0,0,0,0,0
626,28.11572916,31.6301953,0,0,10.54339843,0,0,0,3.514466145,0,0,0,1.757233072,0,0,0,0,0
627,28.1023519,31.61514589,0,0,10.53838196,0,0,0,3.512793987,0,0,0,1.756396994,0,0,0,0,0
628,21.21771652,37.13100391,0,0,13.26107282,0,0,0,0,0,0,0,0,0,0,0,0,0
629,13.5085025,23.96669798,0,2.61454887,3.48606516,0,0,0,0,0,0,0,0,0,0,0,0,0
630,27.27201895,10.90880758,0,16.36321137,5.45440379,0,0,0,10.90880758,0,0,0,5.45440379,0,0,0,0,0
631,25.5131867,10.20527468,0,10.20527468,10.20527468,0,0,0,10.20527468,0,0,0,5.10263734,0,0,0,0,0
632,31.43933108,12.57573243,2.095955405,0,4.191910811,0,0,0,10.47977703,2.095955405,0,0,2.095955405,0,0,0,0,0
633,31.41160236,12.56464094,2.094106824,0,4.188213648,0,0,0,10.47053412,0,0,0,2.094106824,0,0,0,2.094106824,0
634,31.32761038,12.53104415,2.088507359,0,4.177014717,0,0,0,10.44253679,2.088507359,0,0,2.088507359,0,0,0,0,0
635,31.35261587,12.54104635,2.090174391,0,4.180348782,0,0,0,10.45087196,0,0,0,2.090174391,0,0,0,2.090174391,0
636,31.32625123,12.53050049,2.088416749,0,4.176833497,0,0,0,10.44208374,2.088416749,0,0,2.088416749,0,0,0,0,0
637,31.02273578,12.40909431,2.068182385,0,4.13636477,0,0,0,10.34091193,0,0,0,2.068182385,0,0,0,2.068182385,0
638,24.38407748,19.50726198,8.778267891,1.950726198,5.852178594,0,0,0.975363099,5.852178594,0,0,0,0,0,0.975363099,0,0,0
639,21.29318076,14.63906177,2.661647595,0,5.323295189,1.330823797,0,0,4.657883291,0,0,0,0,0,0,0,0,0
640,17.10826789,25.66240183,21.38533486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,25.11610053,40.40416172,6.552026225,3.276013113,5.460021854,0,0,0,0,0,0,0,1.092004371,0,0,0,0,0
642,15.86280299,23.79420449,1.982850374,0.660950125,3.304750624,0,0,0,0,0,0,0,0.660950125,0.660950125,0,0,0,0.660950125
643,8.432496523,16.86499305,0,0,8.432496523,0,0,0,1.054062065,0,0,0,0,0,0,0,0,0
644,7.000154473,14.00030895,14.00030895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,5.927924603,17.78377381,0,8.891886904,7.409905753,0,0,0,0,1.481981151,0,2.963962301,1.481981151,0,0,0,0,0
646,25.68049814,6.420124536,0,8.560166048,4.280083024,0,0,0,12.84024907,0,0,0,0,0,0,0,0,0
647,10.4219921,20.8439842,0,0,13.02749012,0,0,0,0,0,0,0,0,0,0,0,0,0
648,10.42925991,20.85851982,0,0,13.03657489,0,0,0,0,0,0,0,0,0,0,0,0,0
649,21.32936777,5.332341943,0,0,10.66468389,0,0,0,10.66468389,0,0,0,0,0,0,0,0,0
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,23.91659212,39.13624166,4.348471295,2.174235648,4.348471295,0,0,0,0,0,0,0,0,0,0,0,0,0
652,23.78549596,38.92172067,4.32463563,2.162317815,4.32463563,0,0,0,0,0,0,0,0,0,0,0,0,0
653,26.37713969,39.56570953,4.396189948,2.198094974,4.396189948,0,0,0,0,0,0,0,0,0,0,0,0,0
654,24.2347202,39.65681487,4.406312764,2.203156382,4.406312764,0,0,0,0,0,0,0,0,0,0,0,0,0
655,24.23621287,39.65925743,4.406584159,2.203292079,4.406584159,0,0,0,0,0,0,0,0,0,0,0,0,0
656,23.77273203,38.90083424,4.322314915,2.161157458,4.322314915,0,0,0,0,0,0,0,0,0,0,0,0,0
657,16.65867957,19.43512616,0,0,6.015634289,0,0,0,0,3.239187694,0.462741099,0,2.776446595,0,0,0,0,0
658,28.11273185,25.95021401,2.162517834,6.487553503,0,0,0,0,6.487553503,0,0,0,0,0,0,0,0,0
659,28.11273185,25.95021401,2.162517834,6.487553503,0,0,0,0,6.487553503,0,0,0,0,0,0,0,0,0
660,22.60218968,38.74661088,3.22888424,9.686652721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,22.13251076,14.75500718,0,6.147919657,1.229583931,0,0,0,7.377503588,0,0,0,0,0,0,0,0,0
662,13.4186101,13.4186101,0,0,26.83722021,0,0,0,0,0,0,0,0,0,0,0,0,0
663,13.44405595,13.44405595,0,0,26.8881119,0,0,0,0,0,0,0,0,0,0,0,0,0
664,13.48396493,13.48396493,0,0,26.96792985,0,0,0,0,0,0,0,0,0,0,0,0,0
665,13.42274946,13.42274946,0,0,26.84549893,0,0,0,0,0,0,0,0,0,0,0,0,0
666,9.360481627,9.360481627,0,0,18.72096325,0,0,0,4.680240814,0,0,0,0,0,0,0,0,0
667,9.433058948,9.433058948,0,0,18.8661179,0,0,0,4.716529474,0,0,0,0,0,0,0,0,0
668,5.271160185,18.44906065,5.271160185,15.81348055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,5.398733359,18.89556676,5.398733359,16.19620008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,5.254378337,15.76313501,0,0,10.50875667,0,0,0,0,0,0,0,0,0,0,0,0,0
671,5.448717709,19.07051198,5.448717709,16.34615313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,5.537395309,19.38088358,5.537395309,16.61218593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,14.43959984,7.219799921,0,14.43959984,7.219799921,0,0,0,14.43959984,0,0,0,0,0,0,0,0,0
674,14.6392915,7.319645751,0,14.6392915,7.319645751,0,0,0,14.6392915,0,0,0,0,0,0,0,0,0
675,14.89711247,7.448556236,0,14.89711247,7.448556236,0,0,0,14.89711247,0,0,0,0,0,0,0,0,0
676,14.91670517,7.458352584,0,14.91670517,7.458352584,0,0,0,14.91670517,0,0,0,0,0,0,0,0,0
677,25.91867875,32.0171914,9.147768972,3.049256324,3.049256324,0,0,0,3.049256324,0,0,0,0,0,0,0,0,0
678,35.28613436,0,0,0,0,0,0,0,12.70300837,0,0,0,6.351504185,5.645781498,8.468672246,0,0,2.822890749
679,34.6703098,0,0,0,0,0,0,0,12.48131153,0,0,0,6.240655763,5.547249567,8.320874351,0,0,2.773624784
680,9.998883031,21.42617792,0,7.142059308,1.428411862,0,0,0,0,0,0,0,0,2.856823723,0,0,0,0
681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,34.5319716,0,0,0,0,0,0,0,17.2659858,0,0,0,11.5106572,0,0,0,0,0
683,4.418208865,22.09104433,0,17.67283546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,13.19398594,13.19398594,0,0,26.38797188,0,0,0,0,0,0,0,0,0,0,0,0,0
685,5.569255431,11.13851086,0,0,5.569255431,0.464104619,0,0,0,0,0,0,0,0,0,0,0,0
686,8.344092001,11.125456,0,0,5.562728001,0.463560667,0,0,2.781364,0,0,0,0,0,0,0,0,0
687,8.356988486,16.71397697,0,0,5.571325658,0.464277138,0,0,0,0,0,0,0,0,0,0,0,0
688,19.50411275,33.54707394,3.120658041,4.680987061,1.56032902,0,0,3.900822551,0,0,0,0,0,0,0,0,0,0
689,21.11793483,12.6707609,0,0,29.56510876,0,0,0,12.6707609,0,0,0,0,0,0,0,0,0
690,14.07737132,23.03569853,2.559522059,1.279761029,3.839283088,0,0,0,0,0,0,0,0,1.279761029,0,0,0,0
691,32.61168294,4.658811849,0,0,9.317623698,0,0,0,18.6352474,0,0,0,0,0,0,0,0,0
692,14.29045194,28.58090389,0,0,9.526967962,0,0,0,0,0,0,0,0,0,0,0,0,0
693,7.693163229,15.38632646,11.53974484,1.923290807,15.38632646,0,0,0,3.846581615,0,0,0,1.923290807,0,0,0,0,0
694,26.58147362,35.44196483,7.383742673,0,2.953497069,0,0,0,0,0.738374267,0,0,1.476748535,0,0,0,0,0
695,26.56342455,35.4178994,7.378729041,0,2.951491617,0,0,0,0,0.737872904,0,0,1.475745808,0,0,0,0,0
696,26.51659151,35.35545534,7.365719863,0,2.946287945,0,0,0,0,0.736571986,0,0,1.473143973,0,0,0,0,0
697,26.12024744,26.12024744,4.353374573,0,8.706749146,0,0,8.706749146,0,0,0,0,0,0,0,0,0,0
698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,18.9755849,26.09142924,2.371948112,0,0,0,0,0,0.592987028,0,0,0,0,0,0,0,0,0
700,13.20833236,22.01388726,17.61110981,0,13.20833236,0,0,0,0,0,0,0,0,0,0,0,0,0
701,13.158758,21.93126334,17.54501067,0,13.158758,0,0,0,0,0,0,0,0,0,0,0,0,0
702,13.18699381,21.97832302,17.58265842,0,13.18699381,0,0,0,0,0,0,0,0,0,0,0,0,0
703,13.88934072,25.7944899,1.984191531,0,7.936766123,0,0,0,0,0,0,0,0,0,0,0,0,0
704,10.79846046,20.05428372,1.542637209,1.542637209,4.627911627,0,0,0,0,0,0,0,0,0,0,0,0,0
705,24.23476401,12.117382,8.078254669,0,0,0,0,0,12.117382,0,0,0,0,0,0,0,4.039127335,0
706,23.5553741,11.77768705,7.851791367,0,0,0,0,0,11.77768705,0,0,0,0,0,0,0,0,0
707,10.54848466,21.09696932,0,0,13.18560583,0,0,0,0,0,0,0,0,0,0,0,0,0
708,10.53283985,21.06567971,0,0,13.16604982,0,0,0,0,0,0,0,0,0,0,0,0,0
709,10.70866224,21.41732448,0,0,13.3858278,0,0,0,0,0,0,0,0,0,0,0,0,0
710,10.58766901,21.17533803,0,0,13.23458627,0,0,0,0,0,0,0,0,0,0,0,0,0
711,10.65642812,21.31285623,0,0,13.32053514,0,0,0,0,0,0,0,0,0,0,0,0,0
712,10.44059323,20.88118646,0,0,13.05074154,0,0,0,0,0,0,0,0,0,0,0,0,0
713,10.4412428,20.88248561,0,0,13.0515535,0,0,0,0,0,0,0,0,0,0,0,0,0
714,25.09751003,32.26822719,3.585358576,3.585358576,3.585358576,0,0,0,0,0,0,0,3.585358576,0,0,0,0,0
715,19.64571877,28.37714933,2.182857641,0,8.731430563,0,0,0,0,0,0,0,2.182857641,0,0,0,0,0
716,18.28396494,27.96371109,2.151054699,0,8.604218797,0,0,0,0,0,0,0,2.151054699,0,0,0,0,0
717,19.8523586,28.87615797,3.609519746,1.804759873,3.609519746,0,0,0,0,0,0,0,0,0,0,0,0,0
718,9.255004941,15.66231605,0.711923457,0,2.847693828,0,0,0.711923457,0,0,0,0,0,0,1.423846914,0,0.711923457,0
719,17.21176095,30.83773837,0,0,12.90882071,0,0,0,0,0,0.717156706,0,0,0,0,0,0,0
720,20.68913636,34.48189393,0,0,16.0915505,0,0,0,2.298792929,0,0,0,0,0,0,0,0,0
721,21.25406052,18.21776616,15.1814718,0,6.07258872,0,0,0,3.03629436,0,0,0,0,0,0,0,0,0
722,19.55909994,31.7835374,2.444887492,0,9.779549968,0,0,0,0,0,0,0,0,0,0,0,0,0
723,10.6997649,16.04964735,13.37470612,0,0,0,0,0,0,1.337470612,0,0,0,0,0,0,0,0
724,0,0,0,0,0,0,9.67443717,0,0,0,0,0,0,0,0,1.934887434,0,0
725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,26.77162918,10.70865167,0,10.70865167,10.70865167,0,0,0,10.70865167,0,0,0,5.354325836,0,0,0,0,0
727,4.34828514,21.7414257,0,17.39314056,2.17414257,0,0,0,0,0,0,0,0,0,0,0,0,0
728,15.26995834,25.95892917,0,0,6.107983335,0,0,0,0,0,0,0,1.526995834,0,0,0,0,0
729,10.03781966,17.06429342,0,3.011345898,1.003781966,0,0,0,0,0,0,0,1.003781966,0,0,0,0,0
730,13.69270974,23.96224205,0,0,6.846354871,0,0,0,0,0,0,0,0,0,0,0,0,0
731,41.59513553,0,0,0,0,0,0,2.599695971,18.19787179,3.466261294,0,0,2.599695971,0,0,0,0,0
732,21.86612101,24.29569001,4.859138001,0,2.429569001,0,0,4.859138001,0,0,0,0,2.429569001,4.859138001,4.859138001,0,0,0
733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,12.41337204,12.41337204,0,0,0,0,4.137790679,0,0,0,0,0,0,0,0,0,0,0
735,13.61886426,13.61886426,0,0,27.23772852,0,0,0,0,0,0,0,0,0,0,0,0,0
736,13.55837025,13.55837025,0,0,27.11674049,0,0,0,0,0,0,0,0,0,0,0,0,0
737,0,2.392793355,0,2.392793355,17.94595017,1.794595017,0,0,0,0,0,0,0,0,0,0,0,0
738,7.922572684,23.76771805,0,0,15.84514537,0,0,0,0,0,0,0,0,0,0,0,0,0
739,0,9.115224604,0,18.23044921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.85320996,0,0,0
741,6.907594077,18.42025087,2.302531359,13.81518815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,6.802069648,18.1388524,2.267356549,13.6041393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,0,0,0,0,0,0,0,2.758405055,0,0,0,0,0,8.275215166,5.516810111,0,0,0
744,19.14291947,24.61232504,2.734702782,1.367351391,4.785729868,0,0,0,2.734702782,0,0,0,0,0,0,0,0,0
745,22.37046538,14.38101346,9.587342308,0,0,0,0,0,4.793671154,0,0,0,0,0,0,0,0,0
746,20.68417951,33.09468722,2.068417951,0,8.273671805,0,0,0,0,0,0,0,0,0,0,0,0,0
747,17.39605824,30.92632575,1.93289536,0,7.731581438,0,0,0,0,0,0,0,0,0,0,1.93289536,0,0
748,8.559405653,19.97194652,2.853135218,0,11.41254087,0,0,0,0,0,0,0,0,0,0,0,0,0
749,13.03319259,22.80808703,0,0.814574537,5.702021758,0,0,1.629149074,0,0,0,0,0,0,0,0,0,0
750,29.24062437,34.8102671,6.962053421,1.392410684,5.569642736,0,0,0,2.784821368,0,0,0,0,0,0,0,0,0
