Order,I2,N2,O2,H2O,Selectivity,PLD,LCD,Void,Surface_Area,Pore_Volume,Density,Metal_Ratio,Atomic_Number,Atomic_Weight,Atomic Radius,Mulliken_EN,Polarizability,Electron_Affinity,H_,C_R,N_R,O_R,O_2,O_3_f,P_3+q,C_2,C_3,Cl,O_2_z,S_R,N_3,N_2,C_1,F_,Br,N_1,I2_Heat,H2O_Heat,N2_Heat,O2_Heat,I2_Henry,N2_Henry,O2_Henry,H2O_Henry
1285,17.7246402,0.186800786,0.076285469,69.13689799,851.3277725,4.28029,5.64147,0.0839805,0,0.04732587,1.774515882,0.048780488,66,162.5,2.28,3.1,24.5,34,7.676691236,23.03007371,0,15.35338247,0,0,0,0,0,0,0,3.838345618,0,0,0,0,0,0,7464.22643,11990.27495,1854.18527,1583.27546,0.0406987,4.63E-07,5.23E-07,2.22E-07
1286,0.002050774,0.288291262,0.116669817,0.115962034,13.12268961,3.62096,4.65511,0.0188949,0,0.01015732,1.860224566,0.111111111,27,58.9332,1.52,4.3,7.5,64,15.04234302,15.04234302,0,0,30.08468604,0,0,0,0,0,0,0,0,0,0,0,0,0,3438.49114,2432.31091,1654.47927,1610.43194,2.59E-07,1.41E-07,1.92E-07,9.81E-08
1287,0.023662773,0.310979159,0.121840999,0.122143093,142.12817,3.51916,4.75096,0.0229713,0,0.0125966,1.823610681,0.111111111,27,58.9332,1.52,4.3,7.5,64,14.74627198,14.74627198,0,0,29.49254396,0,0,0,0,0,0,0,0,0,0,0,0,0,4335.80398,2397.46559,1620.47187,1572.81598,2.98E-06,1.53E-07,2.01E-07,1.03E-07
1288,0.003155037,0.299992158,0.117385827,0.112793122,19.83659275,3.69499,4.71512,0.0199248,0,0.01079627,1.845526435,0.111111111,27,58.9332,1.52,4.3,7.5,64,14.92348945,14.92348945,0,0,29.84697889,0,0,0,0,0,0,0,0,0,0,0,0,0,3743.97283,2331.41767,1634.20333,1589.39804,7.10E-07,1.49E-07,1.99E-07,1.02E-07
1289,17.86894771,1.905300919,0.595282911,8.466613834,5431.028132,17.51395,17.92516,0.503575,2158.739288,0.93907274,0.536247065,0.045454545,12,24.305,1.45,3.75,10.6,-40,10.6953135,15.27901928,0,0,4.583705785,0,0,0,1.527901928,0,0,0,0,0,0,0,0,0,5345.79078,5135.62624,927.41514,884.53778,0.00235952,9.41E-07,1.02E-06,6.72E-07
1290,13.48724842,1.725167412,0.557631064,0.783069961,14663.86952,4.56983,7.28439,0.317668,834.362374,0.42025085,0.755900916,0.017241379,30,65.39,1.42,4.45,6.4,-60,9.720766031,20.83021292,2.777361723,3.471702154,2.083021292,0,0,0,0,0,0,0.694340431,0,0,0,0,0,0,5078.19405,2208.20746,1014.11316,992.72329,0.00171056,8.62E-07,9.33E-07,5.51E-07
1291,4.493295159,0.59231571,0.218845609,0.094320392,16541.08564,4.18835,4.79577,0.0606011,0,0.04663272,1.299540248,0.03030303,25,54.93805,1.61,3.72,9.4,-50,22.41868728,22.41868728,4.483737455,0,0,0,0,4.483737455,0,0,0,0,2.241868728,13.45121237,0,0,0,2.241868728,6242.01184,1905.9947,1719.45617,1684.66317,0.000612828,3.11E-07,3.66E-07,1.66E-07
1292,109.6974673,1.855815487,0.663665643,17.01304805,18720.47502,3.66764,6.10863,0.156395,19.33248,0.18335949,0.852941966,0.025641026,27,58.9332,1.52,4.3,7.5,64,18.87167284,21.5676261,2.695953263,0.898651088,4.493255438,0,0,0,2.695953263,0,0,0,0,0,0,0,0,0,6612.19968,5984.09176,1391.94457,1388.06264,0.0125611,1.00E-06,1.16E-06,5.74E-07
1293,13.13103674,0.385735307,0.116698195,4.831902352,8205.355581,5.1238,5.17203,0.130029,0,0.08042802,1.616712614,0.090909091,29,63.546,1.45,4.48,6.7,119,10.96654438,10.96654438,0,5.483272192,16.44981657,0,0,0,10.96654438,0,0,0,0,0,0,0,0,0,6048.26242,5047.39302,1371.58493,1251.05298,0.00177581,1.70E-07,2.01E-07,1.19E-07
1294,7.922651251,0.342135899,0.103495312,40.85340939,639.4540193,4.20646,7.78954,0.198878,152.498951,0.12740195,1.561027857,0.078947368,27,58.9332,1.52,4.3,7.5,64,12.70469801,9.528523505,0,3.176174502,15.88087251,0,0,0,9.528523505,0,0,0,0,0,0,0,0,0,5076.94716,6494.02443,1238.72437,1037.95578,0.000870255,2.21E-07,2.39E-07,1.46E-07
1295,221.0771712,0.87236736,0.335734385,0.196030055,524825.3078,5.57662,7.88308,0.22897,408.448884,0.16301814,1.404567581,0.043478261,29,63.546,1.45,4.48,6.7,119,21.90468995,12.1692722,4.867708878,0,0,0,0,0,12.1692722,0,0,0,0,0,0,0,0,0,6820.18428,1834.05603,1367.38859,1379.92655,0.0628971,7.22E-07,7.80E-07,3.66E-07
1296,276.8838035,1.332688356,0.523183343,0.327623714,422691.9856,5.99695,7.79517,0.211116,460.319391,0.19616648,1.076208312,0.043478261,29,63.546,1.45,4.48,6.7,119,22.77758371,12.65421317,5.061685269,0,0,0,0,0,12.65421317,2.530842634,0,0,0,0,0,0,0,0,6438.02616,2236.77314,1364.548,1384.7514,0.0451476,9.23E-07,1.02E-06,4.84E-07
1297,448.7942977,0.345820555,0.138644101,0.037746732,2864703.885,3.45444,4.74679,0.0130202,0,0.00802307,1.622846044,0.081967213,30,65.39,1.42,4.45,6.4,-60,17.62567548,26.43851322,0,0,13.21925661,4.406418871,0,0,0,0,0,0,0,0,0,0,0,0,8098.9855,1948.53621,1996.89306,1968.86617,0.0245644,5.48E-07,7.05E-07,2.56E-07
1298,281.1043571,0.253505913,0.088652076,0.819274199,806775.0608,4.82358,6.00247,0.0878444,0,0.05114538,1.717543358,0.090909091,30,65.39,1.42,4.45,6.4,-60,16.02696601,24.04044902,4.006741504,0,8.013483007,0,0,0,0,0,0,0,0,0,0,8.013483007,0,0,7654.21217,4556.92933,1488.38109,1409.15284,0.0938137,3.24E-07,3.46E-07,1.65E-07
1299,242.8179758,0.540282062,0.19005358,5.060033438,139782.6704,5.64749,6.12026,0.16872,94.042316,0.11378983,1.482733546,0.03125,19,39.0983,2.43,2.42,43.4,48,5.064477434,21.94606888,0,3.376318289,16.88159145,0,0,0,0,0,0,0,0,0,3.376318289,0,0,0,6907.19739,5833.66931,1416.77267,1385.88266,0.0262411,4.35E-07,4.77E-07,2.28E-07
1300,47.93348454,0.222561841,0.066539985,43.02174524,3689.105447,5.58452,6.43242,0.10266,132.913826,0.06389999,1.606572903,0.033898305,30,65.39,1.42,4.45,6.4,-60,21.18551158,29.90895752,0,2.492413127,12.46206563,0,0,1.246206563,2.492413127,0,0,0,0,0,0,0,0,0,6267.83599,7451.86003,1410.89366,1277.51771,0.00697648,1.92E-07,2.11E-07,1.12E-07
1301,56.58085769,0.260409014,0.077136085,42.31396433,4421.950395,5.76504,6.36505,0.0985471,119.309299,0.06843742,1.439959294,0.033898305,30,65.39,1.42,4.45,6.4,-60,20.93934423,29.56142715,0,2.463452263,12.31726131,0,0,1.231726131,2.463452263,0,0,0,0,0,0,0,0,0,6308.48436,7069.32638,1408.24915,1279.46993,0.00820552,2.11E-07,2.33E-07,1.23E-07
1302,0,0.463879533,0.202523863,0.514273538,0,3.50731,4.07679,0.0232243,0,0.01057753,2.19562695,0.130434783,27,58.9332,1.52,4.3,7.5,64,6.081917156,24.32766863,0,0,24.32766863,6.081917156,0,0,0,0,0,0,0,0,0,0,0,0,-4092.79118,3351.73329,2064.68351,2024.05944,3.49E-15,2.14E-07,3.42E-07,1.43E-07
1303,0,0.514380338,0.210175991,0.553181403,0,3.59683,4.10161,0.024428,0,0.01117951,2.185068175,0.130434783,27,58.9332,1.52,4.3,7.5,64,6.052669199,24.2106768,0,0,24.2106768,6.052669199,0,0,0,0,0,0,0,0,0,0,0,0,-2184.73947,3334.33331,2087.5927,2021.3232,2.36E-13,2.33E-07,3.60E-07,1.49E-07
1304,43.95768499,1.110229342,0.381074514,53.83042376,2648.608837,5.21616,6.06597,0.261173,312.717216,0.25297786,1.032394709,0.088235294,30,65.39,1.42,4.45,6.4,-60,5.57839686,16.73519058,0,2.231358744,10.04111435,0,0,0,0,0,1.115679372,0,0,0,0,0,0,0,6112.7825,7931.77529,1225.85615,1130.59295,0.00548266,6.98E-07,7.64E-07,4.22E-07
1305,14.44686581,1.304456102,0.419274693,56.63377565,825.1932323,6.41307,7.69448,0.368236,1183.178381,0.40939478,0.899464317,0.076923077,30,65.39,1.42,4.45,6.4,-60,5.32557514,15.97672542,0,0.887595857,9.763554424,0,0,0,0,0,0,0,0,0,0,0,0,0,4885.70941,6684.88202,1003.35498,944.40185,0.00139642,7.14E-07,7.65E-07,4.68E-07
1306,39.79859744,1.462629767,0.531900891,10.11721946,10953.1645,4.84916,5.21957,0.0802487,0,0.06850393,1.17144672,0.034482759,27,58.9332,1.52,4.3,7.5,64,19.28568933,29.67029128,7.41757282,0,5.934058256,0,0,0,0,0,0,0,0,0,0,0,0,0,6636.58583,4944.29126,1763.52816,1740.99005,0.00636455,7.86E-07,9.52E-07,3.88E-07
1307,45.2229615,1.532294333,0.530213592,3.222633213,28522.07748,4.07925,7.38465,0.153904,122.168682,0.14113171,1.090499071,0.029411765,27,58.9332,1.52,4.3,7.5,64,14.18974782,25.10493845,8.732152503,0,4.366076251,0,0,0,0,0,0,1.637278594,0,0,0,0,0,0,6344.58498,4453.93552,1566.56298,1554.82521,0.00720137,7.81E-07,9.15E-07,4.05E-07
1308,3.025978883,0.559170602,0.208104409,0.197546672,10454.36318,3.76651,4.76588,0.0297654,0,0.02144357,1.388080722,0.111111111,12,24.305,1.45,3.75,10.6,-40,14.62443147,14.62443147,0,0,29.24886294,0,0,0,0,0,0,0,0,0,0,0,0,0,6160.56854,2480.63875,1674.26734,1611.81804,0.000421739,2.78E-07,3.45E-07,1.65E-07
1309,73.97434873,1.687818432,0.588469271,0.443312515,90668.16541,5.14667,7.57955,0.144712,166.369479,0.16158398,0.895583858,0.028571429,30,65.39,1.42,4.45,6.4,-60,16.01257783,24.74671119,1.455688894,0,5.822755574,0,0,1.455688894,0,0,0,0,0,0,0,0,0,0,6188.88597,2116.07964,1309.99268,1320.1507,0.00857107,8.75E-07,1.01E-06,5.08E-07
1310,103.1110747,0.497618347,0.209283977,2.006901545,126650.1187,3.66583,5.11443,0.0245806,0,0.01623166,1.51436165,0.02173913,48,112.411,1.61,4.33,7.2,-70,26.58504452,34.56055788,7.975513356,0,7.975513356,0,0,0,2.658504452,0,0,0,0,0,0,0,0,0,8354.95858,6100.7378,1942.14384,1917.22402,0.0855152,3.59E-07,4.35E-07,1.63E-07
1311,0.558607359,0.655554478,0.233077433,41.55928204,43.86610215,3.47598,4.99967,0.0596201,0,0.05055832,1.179234256,0.02739726,28,58.6934,1.49,4.4,6.8,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6281.20564,6105.35908,1787.08003,1656.41409,0.000541531,3.39E-07,4.85E-07,2.45E-07
1312,222.1381692,0.18301848,0.09008267,30.9334005,23727.76584,3.6924,5.59312,0.0586417,0,0.04307755,1.361305514,0.030927835,30,65.39,1.42,4.45,6.4,-60,23.32288663,32.65204129,4.664577327,3.109718218,6.219436436,0,0,0,3.109718218,0,0,0,0,0,0,0,0,0,7999.2108,8009.60413,1744.85231,1687.45536,0.188549,4.71E-07,5.54E-07,2.35E-07
1313,0,0.317621333,0.175067182,3.032801669,0,3.46176,3.85829,0.00881949,0,0.00682183,1.292834276,0.021276596,30,65.39,1.42,4.45,6.4,-60,24.30216758,34.02303461,3.24028901,3.24028901,4.860433515,0,0,0,1.620144505,0,0,0,0,3.24028901,0,0,0,0,-1146.22064,4906.99986,1697.75012,1803.20682,3.04E-12,1.81E-07,3.09E-07,1.51E-07
1314,115.6927055,1.385812628,0.504777897,14.91292,22950.10624,4.79879,5.40721,0.101043,0,0.08535562,1.183788443,0.035294118,30,65.39,1.42,4.45,6.4,-60,17.5934129,27.85623709,8.796706448,0,5.864470966,0,0,0,0,0,0,0,0,0,0,0,0,0,7108.31941,4948.29917,1728.37544,1686.60534,0.0297026,7.85E-07,9.17E-07,3.81E-07
1315,27.09491677,1.083814221,0.36171005,82.0807617,1081.293011,4.52618,4.97045,0.0900913,0,0.08186785,1.100447845,0.027777778,27,58.9332,1.52,4.3,7.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6354.20721,6568.57284,1633.23982,1533.51418,0.00347653,6.36E-07,7.48E-07,3.46E-07
1316,20.76832059,1.457705833,0.482698883,0.355875069,30147.77892,4.86955,5.81981,0.234006,56.013411,0.25241908,0.927053549,0.052631579,28,58.6934,1.49,4.4,6.8,112,6.303231789,17.85915673,0,2.101077263,10.50538631,0,0,0,0,0,0,0,0,0,1.050538631,0,0,0,5336.793,1790.12937,1130.08109,1100.25287,0.0025457,7.22E-07,7.91E-07,4.44E-07
1317,24.68413559,1.457444655,0.478020746,0.370996773,35673.87877,4.91172,5.92253,0.241118,81.232118,0.25872386,0.931951151,0.052631579,27,58.9332,1.52,4.3,7.5,64,6.330817173,17.93731532,0,0,12.66163435,0,0,0,0,0,0,0,0,0,1.055136196,0,0,0,5363.51004,1800.1011,1125.32418,1094.00969,0.00304659,7.28E-07,7.91E-07,4.42E-07
1318,9.615579087,1.656016203,0.555823268,1.344908869,9011.582274,4.7865,7.11544,0.275399,450.474787,0.3141039,0.876776754,0.06557377,29,63.546,1.45,4.48,6.7,119,8.0251749,16.0503498,1.851963438,0,7.407853754,0,0,0,0,0,1.234642292,0,1.851963438,0,0,0,0,0,4779.56968,3470.19991,1065.46447,1049.84858,0.00123852,8.36E-07,9.17E-07,5.19E-07
1319,421.3096965,0.18080243,0.071479731,0.063500057,4447260.096,5.1066,6.3114,0.117806,19.071541,0.08056997,1.462157628,0.081081081,27,58.9332,1.52,4.3,7.5,64,13.21872744,23.13277302,9.914045581,0,6.609363721,3.30468186,0,0,0,0,0,0,0,0,0,0,0,0,7412.73191,2501.21644,1524.93869,1502.34456,0.117913,5.66E-07,6.28E-07,2.81E-07
1320,36.8631797,1.501836756,0.496852633,5.334296772,16756.78407,6.89553,11.32733,0.430399,1332.046735,0.49623156,0.867334999,0.076923077,30,65.39,1.42,4.45,6.4,-60,5.135342916,15.40602875,0,0,10.27068583,0,0,0,0,0,0,0,0,0,0,0,0,0,7515.21782,4227.57264,1096.48842,1133.80611,0.00566388,7.65E-07,8.67E-07,4.98E-07
1321,29.83332385,0.364071983,0.1228593,45.68164138,2153.941677,4.32951,5.60424,0.217297,41.4203,0.1124972,1.931576996,0.12,27,58.9332,1.52,4.3,7.5,64,18.51406739,0,0,0,13.22433385,0,5.28973354,0,7.93460031,0,0,0,2.64486677,0,0,0,0,0,6416.13634,11528.23777,1458.94432,1371.22899,0.00203274,1.97E-07,2.43E-07,1.34E-07
1322,422.212047,0.175235685,0.065899198,0.055789425,4739839.25,5.09218,6.32654,0.113212,13.669653,0.0773511,1.46361195,0.081081081,27,58.9332,1.52,4.3,7.5,64,13.23187534,23.15578184,9.923906503,0,6.615937669,3.307968834,0,0,0,0,0,0,0,0,0,0,0,0,7419.00098,2321.92993,1518.67942,1500.4849,0.114549,5.57E-07,6.19E-07,2.80E-07
1323,42.96492718,0.578724648,0.176098954,7.534330805,17277.5674,4.15293,5.12038,0.204169,0.083551,0.13188073,1.548133726,0.058823529,30,65.39,1.42,4.45,6.4,-60,0,24.74607124,0,1.546629453,10.82640617,0,0,0,0,0,0,0,0,0,0,12.37303562,0,0,6750.82653,5104.50413,1396.7516,1267.51032,0.00562099,2.99E-07,3.32E-07,1.79E-07
1324,0.013232708,0.520626176,0.216746823,0.059224492,55.37178704,4.40879,4.76383,0.0464541,0,0.03560977,1.304532563,0.034482759,48,112.411,1.61,4.33,7.2,-70,27.94634314,0,0,0,9.315447714,0,0,2.328861929,9.315447714,0,0,0,0,0,6.986585786,0,0,6.986585786,3762.1757,1345.56996,1480.22257,1502.9727,1.63E-06,2.79E-07,3.63E-07,1.90E-07
1325,7.664254228,0.633611421,0.214381352,10.94847669,2165.691537,4.42411,5.46478,0.124173,22.998305,0.1119326,1.109355125,0.021505376,48,112.411,1.61,4.33,7.2,-70,20.08826066,20.08826066,2.232028962,5.101780485,6.058364326,0,0,0,4.464057924,0,0,0,0,0,0,0,0,0,5693.58641,5628.50793,1328.41379,1265.09861,0.00107488,3.25E-07,3.98E-07,2.29E-07
1326,521.6662449,0.079585975,0.036287374,37.70204036,45980.52385,4.60916,6.44467,0.0879087,30.488286,0.07658597,1.147843346,0.022222222,25,54.93805,1.61,3.72,9.4,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7987.17152,9547.41245,1615.13624,1585.13473,0.260982,6.63E-07,7.23E-07,3.08E-07
1327,44.36599126,0.922746441,0.307936766,21.57389161,6484.954827,4.11915,6.70315,0.192657,273.54656,0.16468813,1.169829319,0.068965517,28,58.6934,1.49,4.4,6.8,112,14.69777533,14.69777533,1.837221916,1.837221916,9.18610958,1.837221916,0,0,5.511665748,0,0,0,0,0,0,0,0,0,5923.95051,5861.11765,1206.41907,1141.66795,0.00649734,5.03E-07,5.52E-07,3.09E-07
1328,0.229706765,0.281068191,0.092663128,0.114277102,1569.008208,7.62058,9.09614,0.140709,252.547641,0.09686628,1.452610813,0.050847458,29,63.546,1.45,4.48,6.7,119,0,8.245379148,0,8.245379148,12.36806872,0,0,0,0,0,0,0,0,0,8.245379148,0,0,0,3340.48206,2214.38986,717.79691,720.14939,3.03E-05,1.42E-07,1.57E-07,1.17E-07
1329,0.342111409,0.608670678,0.20296291,0.085267238,1271.457589,4.91137,6.21843,0.212663,13.64771,0.19147034,1.110683768,0.2,48,112.411,1.61,4.33,7.2,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,8.135863819,8.135863819,0,0,0,3499.06463,842.42981,714.15206,692.73063,4.24E-05,3.06E-07,3.35E-07,2.45E-07
1330,0,0.195008851,0.088027818,32.0906576,0,3.818,4.30975,0.0713642,0,0.03303551,2.160227148,0.025974026,78,195.08,1.77,5.6,6.5,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.33656,8366.48384,1814.11567,1698.74296,3.10E-09,1.54E-07,2.28E-07,1.19E-07
1331,498.8453161,0.687660477,0.271407855,0.516025664,1127262.212,4.18879,5.79861,0.0681641,0.00657,0.06171252,1.104542555,0.028169014,30,65.39,1.42,4.45,6.4,-60,21.48598903,25.06698721,0,0.895249543,9.847744974,0,0,0,4.476247715,0,0,0,0,0,0,0,0,0,8151.64495,4756.31568,1731.94166,1681.52629,0.599992,1.14E-06,1.25E-06,4.96E-07
1332,0.007109455,0.598415329,0.225397943,0.25503966,21.96609222,3.95443,4.25333,0.0141342,0,0.00786791,1.796436424,0.05,26,55.847,1.56,4.06,8.4,15,9.948065448,9.948065448,4.974032724,0,0,0,0,0,0,0,0,0,0,9.948065448,9.948065448,0,0,0,3893.04588,2433.72924,1712.89787,1648.46257,1.12E-06,2.77E-07,3.72E-07,1.74E-07
1333,2.671647255,1.738585787,0.577725452,0.230154466,3497.19646,6.9514,11.93778,0.467503,2590.254753,0.77732802,0.601423067,0.055555556,29,63.546,1.45,4.48,6.7,119,4.336382858,11.56368762,0,0,5.78184381,0,0,0,0,0,0,0,0,0,2.890921905,0,0,0,4880.43969,996.69365,744.06071,785.67201,0.00034749,8.87E-07,9.69E-07,6.49E-07
1334,45.43056218,1.142734343,0.390310163,30.26125544,4762.967184,4.25594,5.03468,0.112409,0,0.09364047,1.200431802,0.043478261,30,65.39,1.42,4.45,6.4,-60,12.19223594,24.38447188,7.315341565,4.876894376,4.876894376,0,0,0,0,0,0,0,0,0,0,0,0,0,6671.68841,5282.6554,1671.4365,1589.84143,0.0036585,6.48E-07,8.04E-07,3.75E-07
1335,10.81610194,0.732971308,0.282950589,115.9458763,308.2517,3.70151,5.08818,0.0459958,0,0.03094382,1.486429199,0.033333333,57,138.9055,1.95,3.1,31.1,45,14.30743931,30.65879853,0,10.21959951,4.087839804,0,0,0,0,0,0,0,0,0,0,0,0,0,6789.7711,16281.28739,2337.05031,1749.75164,0.00209039,4.93E-07,6.24E-07,2.69E-07
1336,12.18753183,0.747156627,0.289659169,113.6540771,354.2138794,3.69272,5.07143,0.0453041,0,0.03050383,1.485193789,0.033333333,57,138.9055,1.95,3.1,31.1,45,14.29554802,30.63331718,0,10.21110573,4.08444229,0,0,0,0,0,0,0,0,0,0,0,0,0,6750.63664,16143.09082,2322.02662,1748.23007,0.00186792,4.87E-07,6.19E-07,2.70E-07
1337,28.39722704,0.825737805,0.314568179,75.37311536,1237.134895,3.86564,5.18585,0.0331411,0,0.02138941,1.549416019,0.03030303,57,138.9055,1.95,3.1,31.1,45,18.41718351,30.69530585,0,10.23176862,6.13906117,0,0,0,0,0,0,0,0,0,0,0,0,0,7751.45337,14384.01121,1905.51504,1824.38869,0.0166105,4.41E-07,5.57E-07,2.32E-07
1338,181.1702157,0.59247404,0.216822619,47.0425886,12620.20746,3.87475,5.30021,0.0313698,0,0.02047862,1.531831955,0.03030303,57,138.9055,1.95,3.1,31.1,45,18.20816996,30.34694993,0,10.11564998,6.069389985,0,0,0,0,0,0,0,0,0,0,0,0,0,8030.38309,13507.13147,1906.44199,1800.38255,0.0231327,4.03E-07,4.95E-07,2.04E-07
1339,19.71494833,0.782394949,0.296665307,114.645595,567.8694333,3.75207,5.09383,0.0496843,0,0.03385712,1.467469573,0.033333333,57,138.9055,1.95,3.1,31.1,45,14.12494579,30.26774097,0,10.08924699,4.035698796,0,0,0,0,0,0,0,0,0,0,0,0,0,6882.31092,16308.59481,2289.47785,1719.49135,0.00329029,5.13E-07,6.38E-07,2.77E-07
1340,614.3520416,0.591581129,0.294312737,0.065007589,2153577.671,6.15526,6.24363,0.154592,101.322643,0.15374043,1.005538996,0.052631579,13,26.981539,1.18,3.23,8.3,42,14.55520878,23.28833405,0,0,14.55520878,0,0,0,0,0,0,0,0,0,0,0,0,0,7442.08355,1230.33527,1517.52232,1517.07111,0.514731,1.38E-06,1.49E-06,6.25E-07
1341,609.1627218,0.650810754,0.316512326,0.073312762,1951251.652,5.90195,5.98491,0.147535,24.045117,0.14768271,0.998999846,0.052631579,13,26.981539,1.18,3.23,8.3,42,14.46055438,23.136887,0,0,14.46055438,0,0,0,0,0,0,0,0,0,0,0,0,0,7417.41887,1256.2842,1509.1038,1505.02031,0.437661,1.32E-06,1.43E-06,6.07E-07
1342,523.6571774,0.916152187,0.404867545,0.090007271,1237059.192,6.55751,6.79946,0.164,259.338533,0.16759264,0.978563253,0.052631579,13,26.981539,1.18,3.23,8.3,42,14.16473406,22.6635745,0,0,14.16473406,0,0,0,0,0,0,0,0,0,0,0,0,0,6895.32521,1219.5139,1440.40882,1448.95429,0.188237,1.28E-06,1.40E-06,6.18E-07
1343,208.811448,0.661008468,0.232362841,59.74934134,11477.68841,6.6967,6.91369,0.188091,266.340274,0.1250103,1.504604036,0.052631579,60,144.24,2.06,3.1,31.4,185,7.738739779,23.21621934,0,12.89789963,2.579579926,0,0,0,0,0,0,0,0,0,0,0,0,0,6043.45837,10619.0431,1326.7948,1262.96933,0.014235,5.50E-07,5.93E-07,2.94E-07
1344,238.7739437,0.65835615,0.250672257,0.089249952,797285.7857,6.40431,6.62286,0.172255,164.626773,0.10307151,1.671218316,0.052631579,70,173.04,2.22,3.1,21,-2,7.944299606,23.83289882,0,15.88859921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6604.39276,1525.58304,1353.25227,1359.64655,0.0416502,5.95E-07,6.42E-07,3.01E-07
1345,145.6898577,0.85929329,0.296771746,0.094728746,388259.7323,6.60872,6.87241,0.181921,246.413934,0.1179653,1.542156865,0.052631579,60,144.24,2.06,3.1,31.4,185,7.931887988,23.79566396,0,10.57585065,5.287925325,0,0,0,0,0,0,0,0,0,0,0,0,0,6221.04567,1407.41262,1302.02306,1301.78275,0.020411,5.63E-07,6.06E-07,2.95E-07
1346,156.7950952,0.966194319,0.32848052,0.7426206,256541.2493,5.72418,6.04093,0.127484,54.890908,0.11374606,1.120777328,0.055555556,26,55.847,1.56,4.06,8.4,15,11.44591116,22.89182231,0,0,14.30738895,0,0,0,0,0,0,0,0,0,0,0,0,0,6369.43857,3041.30718,1322.46128,1298.00973,0.0227058,5.99E-07,6.67E-07,3.36E-07
1347,26.7201657,1.336704019,0.439945412,0.886750415,33441.1745,7.34148,7.73524,0.188396,486.211548,0.19158037,0.98337843,0.055555556,26,55.847,1.56,4.06,8.4,15,10.04272826,20.08545651,0,0,12.55341032,0,0,0,0,0,0,0,0,0,0,0,0,0,5075.57155,3335.77875,1100.60769,1103.64407,0.0034549,6.97E-07,7.60E-07,4.18E-07
1348,419.297648,0.144482932,0.052809136,0.293624042,2847042.089,3.87698,5.06758,0.0297703,0,0.02248121,1.324230098,0.009345794,48,112.411,1.61,4.33,7.2,-70,26.29795643,35.06394191,7.304987898,0,5.843990318,0,0,0,0,1.46099758,0,0,1.46099758,0,0,0,0,0,8560.12967,4517.85179,1973.88997,1903.70606,0.119116,5.98E-07,6.91E-07,2.52E-07
1349,321.1358814,0.641806208,0.275186581,1.754697525,400665.0518,4.04726,5.57888,0.034576,0,0.02874111,1.203015426,0.009803922,48,112.411,1.61,4.33,7.2,-70,26.28530547,35.04707396,7.301473742,0,2.920589497,0,0,0,0,0.730147374,0,0,1.460294748,0,0,0,0,0,8042.69932,4710.49052,1941.80885,1892.54685,0.0458983,7.01E-07,8.64E-07,3.35E-07
1350,211.9617263,0.833884233,0.335542291,1.18819483,299683.0201,3.79855,4.70526,0.0310795,0,0.02559633,1.214217068,0.009803922,48,112.411,1.61,4.33,7.2,-70,26.53005592,35.37340789,7.369459977,0,2.947783991,0,0,0,0,0.736945998,0,0,1.473891995,0,0,0,0,0,7842.9215,4267.32683,1954.82878,1907.05435,0.0244632,6.48E-07,8.11E-07,3.15E-07
1351,0.449517771,1.4657886,0.475578855,0.162726632,712.131923,8.14223,15.09057,0.477733,2473.85502,0.80760583,0.591542291,0.075471698,30,65.39,1.42,4.45,6.4,-60,5.553718641,11.10743728,0,0,5.553718641,0.462809887,0,0,0,0,0,0,0,0,0,0,0,0,2941.20727,616.60184,575.02804,593.57496,5.96E-05,7.48E-07,7.98E-07,5.90E-07
1352,0.453638007,1.462923511,0.478487912,0.177993221,713.467668,8.18116,15.1121,0.478158,2482.902103,0.81129899,0.589373347,0.075471698,30,65.39,1.42,4.45,6.4,-60,5.533355424,11.06671085,0,0,5.533355424,0.461112952,0,0,0,0,0,0,0,0,0,0,0,0,2932.21738,715.84746,575.23246,593.89228,5.91E-05,7.54E-07,8.05E-07,5.96E-07
1353,0.463938597,1.523090379,0.492305933,0.178168699,704.9993885,8.28521,15.11846,0.474745,2456.414746,0.80550809,0.589373347,0.075471698,30,65.39,1.42,4.45,6.4,-60,5.533355424,11.06671085,0,0,5.533355424,0.461112952,0,0,0,0,0,0,0,0,0,0,0,0,2924.90635,684.95835,582.42264,599.89328,6.03E-05,7.74E-07,8.25E-07,6.08E-07
1354,9.338152785,1.204201483,0.415446859,0.651749435,13703.97394,4.68808,5.38027,0.149926,6.341669,0.14464217,1.036530378,0.071428571,30,65.39,1.42,4.45,6.4,-60,13.04259301,14.67291713,0,0,11.41226888,0,0,0,3.260648252,0,0,0,0,0,0,0,0,0,5368.87282,2870.62669,1195.23084,1185.12106,0.00118312,6.08E-07,7.08E-07,3.92E-07
