Order,I2,N2,O2,H2O,Selectivity,PLD,LCD,Void,Surface_Area,Pore_Volume,Density,Metal_Ratio,Atomic_Number,Atomic_Weight,Atomic Radius,Mulliken_EN,Polarizability,Electron_Affinity,H_,C_R,N_R,O_R,O_2,O_3_f,P_3+q,C_2,C_3,Cl,O_2_z,S_R,N_3,N_2,C_1,F_,Br,N_1,I2_Heat,H2O_Heat,N2_Heat,O2_Heat,I2_Henry,N2_Henry,O2_Henry,H2O_Henry
525,0.00878204,0.755591331,0.288087162,2.146744496,9.175418463,3.83682,4.32367,0.0521724,0,0.04252035,1.226998257,0.035714286,48,112.411,1.61,4.33,7.2,-70,19.18143093,0,0,0,0,0,0,7.672572374,3.836286187,0,0,0,3.836286187,7.672572374,7.672572374,0,0,0,3352.14267,3728.54697,1526.11596,1512.11218,1.23E-06,4.13E-07,5.12E-07,2.53E-07
526,0,0.740486146,0.331975613,1.597094663,0,4.16679,4.49429,0.0577346,0,0.04568148,1.263851351,0.029411765,48,112.411,1.61,4.33,7.2,-70,31.12346967,0,0,0,0,0,0,0,11.67130113,0,0,0,3.890433709,7.780867418,7.780867418,0,0,0,968.31178,3812.82469,1647.93202,1691.45255,1.10E-09,4.29E-07,5.76E-07,2.74E-07
527,149.3223754,0.945349827,0.315973833,2.241170995,142110.4956,5.68803,8.87304,0.168514,194.094012,0.11636688,1.448126775,0.060606061,48,112.411,1.61,4.33,7.2,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6326.1481,4229.03152,1323.40727,1273.03521,0.015193,5.17E-07,5.60E-07,2.83E-07
528,171.544541,1.606088208,0.594402562,29.51748506,18028.10935,4.2093,6.05194,0.196139,299.471687,0.22371649,0.876730205,0.025974026,30,65.39,1.42,4.45,6.4,-60,14.04038091,21.97624838,0,0.610451344,5.494062096,0,0,0,2.441805376,1.220902688,0,0,0,0,0,0,0,0,7562.19559,7686.85562,1487.64167,1456.61198,0.0376084,9.45E-07,1.13E-06,5.50E-07
529,0.040056883,0.364884572,0.121493638,108.9632656,1.219948617,3.46816,4.73412,0.323479,204.885781,0.18955147,1.706549696,0.060606061,44,101.07,1.78,4.5,9.6,101,11.01810949,0,0,0,0,0,5.509054747,0,5.509054747,0,0,0,0,0,0,0,0,0,5050.38818,18395.02703,2566.02676,1332.2087,3.78E-05,2.35E-07,2.93E-07,1.71E-07
530,0.051364614,0.383698989,0.121910493,108.4476904,1.571456574,3.47994,4.61213,0.327051,172.852545,0.18117239,1.805192308,0.060606061,44,101.07,1.78,4.5,9.6,101,11.31554825,0,0,0,0,0,5.657774126,0,5.657774126,0,0,0,0,0,0,0,0,0,4644.22488,19357.78057,2619.42006,1370.19545,1.28E-05,2.33E-07,2.97E-07,1.71E-07
531,0.008568856,0.313763368,0.108379898,64.36765107,0.440854185,3.42927,4.53296,0.319891,143.287155,0.17217334,1.857958913,0.060606061,44,101.07,1.78,4.5,9.6,101,11.57462833,0,0,0,0,0,5.787314164,0,5.787314164,0,0,0,0,0,0,0,0,0,4343.82433,10247.52781,1631.75813,1365.78861,5.25E-06,2.31E-07,3.01E-07,1.70E-07
532,0.056520044,0.385684098,0.126032029,96.21827998,1.94769105,3.48799,4.61099,0.329117,175.237595,0.18357016,1.792867672,0.060606061,44,101.07,1.78,4.5,9.6,101,11.31554825,0,0,0,0,0,5.657774126,0,5.657774126,0,0,0,0,0,0,0,0,0,4640.35556,16236.67255,2156.125,1355.03665,1.35E-05,2.38E-07,3.04E-07,1.73E-07
533,0.021944006,0.38896843,0.127866447,100.5201309,0.723959636,3.43794,4.51892,0.316713,137.630014,0.17139487,1.847855722,0.060606061,44,101.07,1.78,4.5,9.6,101,11.54645775,0,0,0,0,0,5.773228876,0,5.773228876,0,0,0,0,0,0,0,0,0,4232.05953,17321.0378,2354.48876,1398.55112,3.66E-06,2.26E-07,2.97E-07,1.69E-07
534,0.098601593,0.385405603,0.125651923,107.0026084,3.057025119,3.47926,4.76023,0.33528,243.353126,0.19827607,1.690975638,0.060606061,44,101.07,1.78,4.5,9.6,101,10.93529388,0,0,0,0,0,5.467646938,0,5.467646938,0,0,0,0,0,0,0,0,0,5089.64738,17867.83837,2486.76265,1317.21629,4.89E-05,2.40E-07,2.98E-07,1.73E-07
535,0.090384711,0.379701684,0.123906377,115.4691611,2.597871654,3.52908,4.65357,0.33208,192.799813,0.19128184,1.736076988,0.060606061,44,101.07,1.78,4.5,9.6,101,11.14719501,0,0,0,0,0,5.573597503,0,5.573597503,0,0,0,0,0,0,0,0,0,4730.15885,18123.69566,2542.10518,1345.32437,1.91E-05,2.44E-07,3.08E-07,1.78E-07
536,0.795696325,0.413630555,0.130673105,56.88496046,46.18413842,3.73556,4.31385,0.289902,127.681602,0.17110998,1.694243639,0.051282051,44,101.07,1.78,4.5,9.6,101,15.63637785,0,0,0,2.606062976,0,5.212125951,0,5.212125951,0,0,0,0,0,0,0,0,0,4888.60358,14558.70294,1470.56188,1231.43317,3.86E-05,2.08E-07,2.55E-07,1.52E-07
537,0,0.447232752,0.210403584,44.26234012,0,3.38924,3.89435,0.00859365,0,0.00645327,1.331673666,0.029411765,27,58.9332,1.52,4.3,7.5,64,28.05342592,28.05342592,4.675570986,2.337785493,7.013356479,0,0,2.337785493,4.675570986,0,0,0,0,0,0,0,0,0,-1334.34506,8151.3243,1938.71029,1958.10484,1.13E-12,2.64E-07,4.05E-07,1.74E-07
538,2.208081147,0.689923806,0.221823566,0.423372584,5512.815876,3.8196,11.26293,0.278656,657.194672,0.2545878,1.094537919,0.047619048,27,58.9332,1.52,4.3,7.5,64,9.316463066,13.9746946,13.9746946,9.316463066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4352.13494,2310.85179,940.55943,918.33171,0.000286078,3.33E-07,3.65E-07,2.38E-07
539,40.78695801,0.539917603,0.2010451,0.371140866,122251.6773,3.90934,4.89996,0.0609803,0,0.03927866,1.552504758,0.047619048,30,65.39,1.42,4.45,6.4,-60,12.91896923,19.37845385,19.37845385,12.91896923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7862.06414,2933.67815,1675.26419,1638.99077,0.0061274,3.03E-07,3.81E-07,1.75E-07
540,0.359194202,0.29762934,0.097351518,0.906886234,919.6898926,4.70461,6.58143,0.251902,278.34503,0.13822785,1.822367926,0.111111111,29,63.546,1.45,4.48,6.7,119,17.23467869,5.744892896,8.617339344,0,0,0,0,0,5.744892896,0,0,0,0,0,0,0,0,0,4088.86274,3283.19325,1019.50724,966.54932,4.59E-05,1.45E-07,1.64E-07,1.06E-07
541,186.2505626,0.230647385,0.10656045,0.022643267,1725255.825,4.9276,5.48839,0.0535966,29.853072,0.03433008,1.561213743,0.018691589,57,138.9055,1.95,3.1,31.1,45,15.58354838,27.27120966,0,3.895887095,3.895887095,0,0,0,5.843830642,0,0,0,0,0,0,11.68766128,0,0,9799.01066,1781.78642,2015.95896,2021.75528,0.789422,3.87E-07,4.93E-07,1.79E-07
542,282.5278113,0.35355595,0.123641803,2.970130815,273185.2658,4.39646,5.55248,0.0816875,0,0.0562785,1.451486874,0.056338028,29,63.546,1.45,4.48,6.7,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7826.72137,5649.66839,1689.50539,1613.1986,0.0985169,4.96E-07,5.29E-07,2.20E-07
543,258.4369564,0.419958922,0.151891279,0.099561861,1283051.898,4.36365,5.52139,0.0768908,0,0.05247521,1.465278474,0.056338028,29,63.546,1.45,4.48,6.7,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7780.86773,2260.36847,1683.05171,1639.37237,0.0696334,4.89E-07,5.29E-07,2.16E-07
544,303.0278929,0.278774955,0.097712887,2.64714052,334066.5106,4.23297,5.56691,0.0807818,0,0.0549747,1.469435932,0.056338028,29,63.546,1.45,4.48,6.7,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7987.2007,5733.94267,1715.5156,1621.14632,0.14183,4.85E-07,5.17E-07,2.13E-07
545,213.1860279,0.950451884,0.327884287,17.24340998,38366.798,3.83525,5.31232,0.128975,0,0.10617537,1.214735605,0.042253521,48,112.411,1.61,4.33,7.2,-70,20.68612859,12.72992529,1.591240661,1.591240661,7.956203304,0,0,0,9.547443965,0,0,0,0,0,0,0,0,0,7604.92037,5748.80719,1472.6197,1398.66682,0.0423021,6.32E-07,7.16E-07,3.54E-07
546,169.5753288,1.037826631,0.362840635,18.90217822,27840.97905,4.05369,5.30454,0.150179,0,0.13496177,1.11275216,0.04,48,112.411,1.61,4.33,7.2,-70,19.84553494,11.34030568,1.41753821,1.41753821,7.087691051,0,0,1.41753821,8.505229262,0,0,0,0,0,0,0,0,0,7586.3909,5797.13892,1375.59716,1321.47904,0.0384747,6.60E-07,7.42E-07,3.85E-07
547,93.10743595,1.276797126,0.439214568,5.215526332,44774.78428,4.87569,5.82675,0.162719,0,0.16963108,0.959252262,0.043478261,30,65.39,1.42,4.45,6.4,-60,15.917765,11.57655636,1.447069545,1.447069545,7.235347725,0,0,5.78827818,4.341208635,0,0,0,0,0,0,0,0,0,6697.11918,4546.71291,1207.62804,1204.17451,0.0113038,6.88E-07,7.69E-07,4.18E-07
548,9.967329026,1.708483747,0.582838912,2.335768416,7180.41412,3.92524,4.75705,0.125663,0,0.11826234,1.062578309,0.047619048,30,65.39,1.42,4.45,6.4,-60,3.682043227,14.72817291,7.364086454,0,7.364086454,0,0,0,0,0,0,0,0,0,0,0,0,0,5976.40261,3658.08854,1518.2474,1457.03979,0.00134643,8.34E-07,1.01E-06,4.72E-07
549,0.009160776,0.003398065,0.00208275,132.149251,0.231061869,4.1903,4.70525,0.192297,16.851628,0.06896221,2.788440076,0.090909091,92,238.0289,1.75,3.4,27.4,51,9.539976745,9.539976745,0,19.07995349,0,0,0,0,9.539976745,0,0,0,0,0,0,0,0,0,5768.43587,8800.39539,1703.29587,1309.97313,0.00033726,1.39E-07,1.66E-07,9.68E-08
550,34.48630722,0.463585739,0.141836385,7.845593264,13602.43144,4.2709,5.66019,0.172685,70.663284,0.10592701,1.630226256,0.111111111,29,63.546,1.45,4.48,6.7,119,21.25479595,7.084931982,0,3.542465991,10.62739797,7.084931982,0,0,7.084931982,0,0,0,0,0,0,0,0,0,6127.81436,5384.30935,1270.87314,1172.66392,0.00494722,2.44E-07,2.67E-07,1.53E-07
551,346.8347376,0.266056392,0.226818553,0.233320645,1592017.094,3.3664,5.38696,0.562039,477.579567,0.31643884,1.776137861,0.166666667,13,26.981539,1.18,3.23,8.3,42,0,0,0,0,0,0,8.770724308,0,0,0,0,0,0,0,0,0,0,0,11336.66275,2910.10502,2635.36474,2571.6458,164.468,2.80E-06,3.26E-06,7.11E-07
552,346.8295348,0.628079402,0.404658293,0.365300414,826943.4443,3.6396,5.3838,0.568168,511.377677,0.32761619,1.734248858,0.166666667,13,26.981539,1.18,3.23,8.3,42,0,0,0,0,0,0,8.563872749,0,0,0,0,0,0,0,0,0,0,0,11306.36725,2925.39053,2580.02256,2513.85659,180.822,2.72E-06,3.12E-06,7.04E-07
553,111.7495334,1.293000742,0.509381953,0.35761554,172453.1247,3.79598,6.53378,0.0825636,31.06158,0.08872495,0.930556765,0.028571429,27,58.9332,1.52,4.3,7.5,64,18.94005763,23.67507203,4.735014406,0,1.578338135,0,0,0,0,0,0,0,1.578338135,0,0,0,0,0,6666.09607,2199.06981,1423.95348,1452.72306,0.0205547,7.78E-07,9.51E-07,4.67E-07
554,0,0.455618827,0.232963382,6.49169946,0,3.39782,3.99396,0.0105795,0,0.0075744,1.396745013,0.024691358,30,65.39,1.42,4.45,6.4,-60,20.13599547,32.94981076,3.661090085,3.661090085,3.661090085,0,0,0,2.745817564,0,0,0,0,0,0,5.491635127,0,0,83.13998,4137.03063,1919.99376,1962.277,1.77E-11,2.31E-07,4.18E-07,1.88E-07
555,3.421777546,0.60752293,0.1945937,45.26633541,247.5864643,6.48324,7.26093,0.307384,696.28523,0.24078769,1.276576903,0.070422535,48,112.411,1.61,4.33,7.2,-70,9.050797218,13.57619583,11.31349652,0,0,0,0,0,0,3.394048957,0,0,0,0,0,0,0,0,4501.57332,10462.90251,1045.84996,955.16267,0.000330793,3.40E-07,3.80E-07,2.40E-07
556,0.095348221,0.988045366,0.309106042,0.19138641,213.516512,7.33598,9.61074,0.540774,2723.840621,0.81579488,0.662879863,0.05,25,54.93805,1.61,3.72,9.4,-50,0,6.457264517,0,0,12.91452903,0,0,0,0,0,0,0,0,0,0,0,0,0,2056.9134,1035.20652,447.32255,435.75925,1.26E-05,4.90E-07,5.15E-07,4.21E-07
557,58.17429054,0.154303086,0.06257445,0.044215062,742703.1747,4.80588,7.29165,0.0859918,19.932382,0.03386088,2.539562118,0.083333333,29,63.546,1.45,4.48,6.7,119,37.22507618,0,0,0,0,0,0,0,18.61253809,0,0,0,6.204179363,0,0,0,0,0,7798.02088,2327.32535,1820.1393,1822.45727,0.0489767,1.64E-07,1.89E-07,7.50E-08
558,2.060846883,0.816050498,0.26884893,0.088649176,5853.604685,3.67369,12.88693,0.255803,740.159232,0.27790411,0.920472186,0.042857143,48,112.411,1.61,4.33,7.2,-70,20.84013027,10.083934,6.722622667,0,0,0,0,1.344524533,4.705835867,0,0,0,1.344524533,0,0,0,0,0,4032.77849,840.86397,816.60791,830.6694,0.000268849,4.21E-07,4.52E-07,3.04E-07
559,3.080160515,0.726947792,0.233817912,0.348591737,7841.404798,3.92188,13.04608,0.293352,730.590703,0.25845893,1.13500431,0.047619048,48,112.411,1.61,4.33,7.2,-70,8.125456106,12.18818416,12.18818416,8.125456106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4504.96969,2029.09658,864.24034,858.01887,0.000404266,3.65E-07,3.93E-07,2.57E-07
560,310.4665987,1.188609244,0.441809696,1.114044123,377082.3795,3.87748,6.13144,0.0916117,0,0.0936925,0.977791185,0.018518519,57,138.9055,1.95,3.1,31.1,45,18.53280737,23.16600921,4.633201841,0,0,0,0,0,0,2.779921105,0,0,0,0,0,0,0,0,7220.85364,3246.38084,1454.73916,1447.78713,0.0322264,7.93E-07,9.29E-07,4.41E-07
561,77.26624291,0.623494096,0.199426055,2.603650601,75163.81879,4.41006,5.56587,0.0889548,0,0.07389208,1.203847488,0.025316456,27,58.9332,1.52,4.3,7.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6693.53039,4887.65189,1410.28838,1340.92992,0.00969183,3.34E-07,3.62E-07,1.82E-07
562,19.58046883,1.271832843,0.461314525,0.329108824,31648.94337,5.50777,6.34112,0.158965,190.22923,0.14900954,1.066810903,0.032258065,30,65.39,1.42,4.45,6.4,-60,12.99168219,24.3594041,1.623960273,0,6.495841093,0,0,0,0,0,0,3.247920547,0,0,0,0,0,0,5422.53933,1999.32223,1347.96696,1367.34407,0.00253988,6.65E-07,7.72E-07,3.82E-07
563,0.016566558,0.633888791,0.256976463,0.16698214,52.20210337,3.75046,4.54393,0.00932422,0,0.00614762,1.516721303,0.032258065,30,65.39,1.42,4.45,6.4,-60,18.47071593,34.63259237,2.308839491,0,9.235357965,0,0,0,0,0,0,4.617678983,0,0,0,0,0,0,4656.64193,2655.23618,1984.43429,1992.95231,2.23E-06,3.26E-07,4.45E-07,1.67E-07
564,0.006145659,0.62029261,0.25610056,0.159471357,19.77626205,3.71437,4.39231,0.00838158,0,0.00546024,1.535021453,0.032258065,30,65.39,1.42,4.45,6.4,-60,18.69357616,35.0504553,2.33669702,0,9.346788081,0,0,0,0,0,0,4.673394041,0,0,0,0,0,0,4317.85398,2726.69339,2002.01923,2008.19421,7.49E-07,3.16E-07,4.40E-07,1.63E-07
565,43.54893783,1.312621388,0.452269142,0.261056584,71651.98196,5.06163,7.33054,0.164977,104.186156,0.15329281,1.076221371,0.032258065,30,65.39,1.42,4.45,6.4,-60,13.10628338,24.57428135,1.638285423,0,6.553141692,0,0,0,0,0,0,3.276570846,0,0,0,0,0,0,5773.62217,1891.73183,1331.48863,1319.56378,0.00519763,6.85E-07,7.58E-07,3.74E-07
566,431.1552575,1.463829916,0.604386221,0.126038434,654976.0501,6.9042,7.19344,0.179496,401.655359,0.18998614,0.944784714,0.052631579,13,26.981539,1.18,3.23,8.3,42,13.67578862,21.88126179,0,0,13.67578862,0,0,0,0,0,0,0,0,0,0,0,0,0,6506.49832,1155.99895,1395.48952,1421.46396,0.0887153,1.31E-06,1.45E-06,6.54E-07
567,256.4924957,1.263803729,0.51635668,0.212255324,429114.7531,5.31482,7.04742,0.117313,75.647906,0.12726942,0.921768926,0.052631579,13,26.981539,1.18,3.23,8.3,42,13.34263436,21.34821498,0,0,13.34263436,0,0,0,0,0,0,0,0,0,0,0,0,0,6485.64804,1743.64123,1416.44972,1470.12981,0.0304436,9.06E-07,1.11E-06,5.27E-07
568,0.987427676,1.696526176,0.541828771,0.214829677,1341.695018,7.50376,15.38329,0.430686,2668.542297,0.77773584,0.553769005,0.068965517,28,58.6934,1.49,4.4,6.8,112,5.164017248,7.746025871,5.164017248,0,0,0,0,0,0,0,0,0,0,0,5.164017248,0,0,0,3657.79334,774.72554,650.46175,669.97137,0.000127515,8.56E-07,9.19E-07,6.49E-07
569,438.8931535,1.270946627,0.485795757,8.712811627,139736.3419,3.89464,5.2334,0.0712714,0,0.07203622,0.98938288,0.035714286,20,40.078,1.94,2.2,22.8,2,15.57082302,27.24894029,0,0,8.434195803,0,1.297568585,0,0,0,0,0,0,0,0,0,0,0,7647.07281,5255.38789,1648.82101,1608.36302,0.0510002,8.93E-07,1.08E-06,4.78E-07
570,91.50640135,1.568379369,0.549363057,0.237847749,129488.2875,7.12495,7.22295,0.16991,423.597792,0.18096443,0.938913807,0.058823529,12,24.305,1.45,3.75,10.6,-40,8.342673974,22.2471306,0,0,13.90445662,0,0,0,0,0,0,0,0,0,0,0,0,0,5663.22922,1625.40322,1233.76423,1251.37826,0.0122264,8.79E-07,9.68E-07,4.88E-07
571,156.9264119,0.082054525,0.036841234,0.946340634,491053.4817,3.42692,6.09356,0.0454242,0,0.03339821,1.360078922,0.015873016,26,55.847,1.56,4.06,8.4,15,41.52659532,17.79711228,11.86474152,0,0,0,0,0,11.86474152,0,0,0,0,2.96618538,2.96618538,0,0,0,9891.42059,4185.56826,1911.06747,1823.9973,5.43442,3.35E-07,3.49E-07,1.31E-07
572,158.0421616,0.085772753,0.036969937,0.763959793,594119.4654,3.49051,6.08148,0.045778,0,0.03361064,1.362009021,0.015873016,26,55.847,1.56,4.06,8.4,15,41.58552603,17.8223683,11.88157887,0,0,0,0,0,11.88157887,0,0,0,0,2.970394716,2.970394716,0,0,0,9875.69263,4085.44864,1908.80988,1821.76217,5.11141,3.34E-07,3.52E-07,1.28E-07
573,158.4081234,0.089603654,0.038128264,0.845621775,542482.2259,3.50093,6.0767,0.0457182,0,0.03368158,1.357364988,0.015873016,26,55.847,1.56,4.06,8.4,15,41.44373214,17.76159949,11.84106632,0,0,0,0,0,11.84106632,0,0,0,0,2.960266581,2.960266581,0,0,0,9844.21881,4102.19258,1903.75444,1816.73999,4.71922,3.30E-07,3.46E-07,1.27E-07
574,168.9926881,0.100251306,0.040637973,0.889369265,546764.658,3.57213,6.1253,0.0488807,0,0.03632411,1.345682069,0.015873016,26,55.847,1.56,4.06,8.4,15,41.08702356,17.60872438,11.73914959,0,0,0,0,0,11.73914959,0,0,0,0,2.934787397,2.934787397,0,0,0,9707.10603,4096.70572,1862.6777,1775.47669,4.15694,3.28E-07,3.43E-07,1.30E-07
575,171.1981566,0.097687983,0.038997009,0.820713783,596053.1147,3.61113,6.15475,0.0493602,0,0.03717843,1.327656962,0.015873016,26,55.847,1.56,4.06,8.4,15,40.53667213,17.37285949,11.58190632,0,0,0,0,0,11.58190632,0,0,0,0,2.895476581,2.895476581,0,0,0,9543.5623,4043.62971,1825.72984,1741.76373,3.06154,3.13E-07,3.29E-07,1.28E-07
576,170.2590586,0.101438303,0.041432661,0.087415401,2464454.187,3.59887,6.13858,0.0488997,0,0.0367764,1.329648753,0.016393443,26,55.847,1.56,4.06,8.4,15,37.83577467,17.46266523,11.64177682,0,0,0,0,0,11.64177682,0,0,0,0,2.910444206,2.910444206,0,0,0,9542.6418,2704.88508,1810.14679,1745.31384,2.95224,3.13E-07,3.27E-07,1.26E-07
577,205.5900899,1.682272698,0.625890008,1.975742211,159970.9408,5.30792,5.76449,0.116403,0,0.1271115,0.915755029,0.033333333,30,65.39,1.42,4.45,6.4,-60,12.62393144,22.09188002,3.15598286,1.57799143,6.31196572,0,0,0,0,0,0,0,0,0,0,0,0,0,6479.34164,3278.47312,1369.4806,1361.67534,0.0272681,9.62E-07,1.13E-06,5.57E-07
578,183.7695945,0.079239138,0.03365572,2.600215093,225779.7605,5.24368,7.3712,0.0929816,50.676131,0.05172866,1.797487061,0.033707865,29,63.546,1.45,4.48,6.7,119,25.83191121,10.33276448,0,10.33276448,10.33276448,0,0,0,10.33276448,0,0,0,5.166382242,0,0,0,0,0,7619.90482,5009.80913,1527.88585,1472.24477,0.146847,3.12E-07,3.33E-07,1.55E-07
579,188.0296005,0.028380973,0.011792282,2.384758678,258467.1869,5.18249,7.12952,0.0859082,35.465501,0.04363127,1.96895935,0.033707865,29,63.546,1.45,4.48,6.7,119,27.22150875,10.8886035,0,16.33290525,5.444301749,0,0,0,10.8886035,0,0,0,5.444301749,0,0,0,0,0,8163.93937,5294.65,1597.86629,1544.45398,0.384596,3.13E-07,3.35E-07,1.50E-07
580,0,0.000675936,0.000717916,145.6389753,0,4.19436,4.39568,0.19497,32.878463,0.07083613,2.752408909,0.068965517,92,238.0289,1.75,3.4,27.4,51,0,20.21050573,0,20.21050573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5926.15137,17135.57597,2519.15317,1350.09318,0.00174813,1.74E-07,1.92E-07,1.00E-07
581,0,0.000637691,0.000714923,144.9109402,0,4.18327,4.38756,0.194824,34.057429,0.07023881,2.773737384,0.068965517,92,238.0289,1.75,3.4,27.4,51,0,20.28220186,0,20.28220186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5943.54857,16961.14502,2565.13005,1358.28416,0.00174979,1.74E-07,1.91E-07,9.98E-08
582,11.15715587,0.986116813,0.326603362,102.6872922,357.6011072,5.66711,6.99554,0.319766,699.090127,0.30854465,1.036368658,0.048780488,60,144.24,2.06,3.1,31.4,185,4.688446362,14.06533909,0,7.81407727,1.562815454,0,0,0,0,0,0,2.344223181,0,0,0,0,0,0,5573.15435,14462.01028,1162.22549,1003.95898,0.000719575,5.20E-07,5.86E-07,3.53E-07
583,15.06946722,0.980199587,0.330091359,102.3745599,484.4638051,6.09046,6.56005,0.332726,782.298091,0.3270227,1.017440087,0.048780488,60,144.24,2.06,3.1,31.4,185,4.602815067,13.8084452,0,7.671358446,1.534271689,0,0,0,0,0,0,2.301407534,0,0,0,0,0,0,5584.40027,14570.08059,1138.12572,975.7679,0.00097184,5.17E-07,5.84E-07,3.61E-07
584,11.71787284,0.992165534,0.328038615,104.8672757,367.835984,5.91136,6.75373,0.325994,736.280556,0.31729861,1.027404426,0.048780488,60,144.24,2.06,3.1,31.4,185,4.647892919,13.94367876,0,7.746488199,1.54929764,0,0,0,0,0,0,2.32394646,0,0,0,0,0,0,5467.69237,14390.68406,1138.63005,987.70052,0.000751634,5.19E-07,5.85E-07,3.57E-07
585,411.6675119,0.101021886,0.042767681,0.399440107,2526049.492,5.27553,5.60252,0.0808966,0,0.05368542,1.506863609,0.04,48,112.411,1.61,4.33,7.2,-70,18.60238225,31.88979815,2.657483179,0,10.62993272,0,0,0,0,0,0,0,0,0,0,0,0,0,8218.05163,3621.31271,1607.39575,1569.77431,0.68708,6.33E-07,6.68E-07,2.76E-07
586,4.860370552,0.482810009,0.166212821,0.140485101,20520.67438,6.18949,8.05193,0.112428,143.539617,0.10345019,1.086783854,0.055555556,29,63.546,1.45,4.48,6.7,119,27.61081445,13.80540723,10.35405542,0,3.451351807,0,0,0,3.451351807,0,0,0,0,0,0,0,0,0,4819.37544,2102.26005,979.16604,984.4668,0.000641551,2.46E-07,2.79E-07,1.85E-07
587,30.40103192,0.386337308,0.124307805,23.92430551,4147.205968,3.96155,4.48798,0.067996,0,0.05709685,1.190888713,0.020408163,27,58.9332,1.52,4.3,7.5,64,31.05778862,26.77395571,2.141916457,2.141916457,5.354791142,0,0,0,7.496707598,0,0,0,2.141916457,0,0,0,0,0,6974.2002,6732.78443,1542.45925,1437.19122,0.00380256,2.29E-07,2.70E-07,1.41E-07
588,666.1628808,0.244707562,0.088564255,0.489018687,2700436.069,3.61233,5.2686,0.0884653,0,0.05643201,1.567644041,0.037037037,48,112.411,1.61,4.33,7.2,-70,30.27912227,16.51588487,2.752647479,0,8.257942436,0,0,0,8.257942436,2.752647479,0,0,2.752647479,0,0,0,0,0,8107.8131,4202.69285,1862.67295,1794.46474,0.051729,4.73E-07,5.65E-07,2.32E-07
589,258.1914083,0.418377034,0.162750323,0.035739668,1395175.934,3.6546,7.1907,0.186242,218.603968,0.12750765,1.460633976,0.0625,30,65.39,1.42,4.45,6.4,-60,10.47529644,10.47529644,13.96706192,0,6.983530962,0,0,6.983530962,0,3.491765481,0,0,0,0,0,0,0,0,8159.97278,1100.77114,1457.23075,1435.36367,0.150937,4.97E-07,5.44E-07,2.54E-07
590,2.30167978,0.26099068,0.087689649,158.2122727,48.38685556,3.528,5.36486,0.131429,0,0.06375717,2.061399669,0.046153846,92,238.0289,1.75,3.4,27.4,51,4.270025114,21.35012557,0,17.08010045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6164.69065,16792.02782,2008.35481,1344.02943,0.00144184,2.03E-07,2.52E-07,1.40E-07
591,2.524932145,0.245238675,0.084397228,157.3713522,53.3696116,3.51416,5.53333,0.13032,0,0.06257314,2.082682632,0.046153846,92,238.0289,1.75,3.4,27.4,51,4.293825826,21.46912913,0,17.1753033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6188.60953,16702.00117,2003.92373,1346.10076,0.00155327,2.01E-07,2.50E-07,1.39E-07
592,0.07819624,0.016104778,0.00616869,207.4360752,1.256416695,4.25006,5.7311,0.267053,275.453975,0.11822577,2.258839221,0.071428571,92,238.0289,1.75,3.4,27.4,51,0,16.86039773,0,16.86039773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4409.29645,16345.74816,1790.86923,1021.18363,0.00013306,1.42E-07,1.60E-07,1.06E-07
593,0.04687119,0.015568405,0.006032863,204.9109437,0.762384026,4.23346,5.69246,0.267836,268.977115,0.11751759,2.279114084,0.071428571,92,238.0289,1.75,3.4,27.4,51,0,16.93963989,0,16.93963989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4436.87635,15833.10696,1800.2168,1023.71168,0.000137325,1.41E-07,1.59E-07,1.05E-07
594,103.7409093,1.18419996,0.407116261,0.219352296,190980.8602,5.88105,6.88861,0.149184,178.910833,0.14511427,1.028044992,0.03030303,29,63.546,1.45,4.48,6.7,119,17.26321005,28.48429658,0.863160502,0,8.631605024,0,0,0,0,0,0,0,0,0,0,0,0,0,6850.80853,1851.80586,1339.56404,1339.47071,0.015855,6.68E-07,7.51E-07,3.73E-07
595,579.669888,0.607531656,0.23942184,0.08419651,2075103.848,4.44564,6.73118,0.0870475,0,0.07987503,1.089796166,0.02970297,30,65.39,1.42,4.45,6.4,-60,19.58188022,31.82055535,1.223867514,0,7.343205082,0,0,0,0,0,0,0,0,0,0,0,0,0,8475.06495,2091.12327,1576.75284,1555.09758,0.482679,7.83E-07,8.71E-07,3.84E-07
